,City1,City1_long,City1_lat,City2,City2_long,City2_lat,City3,City3_long,City3_lat,Prompt,Response,correct,Closer_City
751,"Rochester Hills, MI",-83.1563,42.6645,"Palm Coast, FL",-81.246,29.5392,"Wheaton, IL",-88.1083,41.8561,Is Rochester Hills MI closer to Palm Coast FL or Wheaton IL?,"Palm Coast, FL",False,"Wheaton, IL"
752,"Clifton, NJ",-74.1575,40.8631,"Garden Grove, CA",-117.9601,33.7787,"Holland, MI",-86.0985,42.7677,Is Clifton NJ closer to Garden Grove CA or Holland MI?,"Garden Grove, CA",False,"Holland, MI"
753,"National City, CA",-117.0983,32.6654,"Lima, OH",-84.1121,40.741,"Morgantown, WV",-79.9468,39.638,Is National City CA closer to Lima OH or Morgantown WV?,"Lima, OH",True,"Lima, OH"
754,"Bethesda, MD",-77.1188,38.9866,"McKinney, TX",-96.6669,33.2015,"Columbus, IN",-85.9183,39.2093,Is Bethesda MD closer to McKinney TX or Columbus IN?,"McKinney, TX",False,"Columbus, IN"
755,"Salinas, CA",-121.6317,36.6884,"Pittsburg, CA",-121.8964,38.0182,"Santa Cruz, CA",-122.0346,36.9789,Is Salinas CA closer to Pittsburg CA or Santa Cruz CA?,"Pittsburg, CA",False,"Santa Cruz, CA"
756,"Conroe, TX",-95.4825,30.3239,"St. Paul, MN",-93.104,44.9477,"Ithaca, NY",-76.5032,42.4442,Is Conroe TX closer to St. Paul MN or Ithaca NY?,"St. Paul, MN",True,"St. Paul, MN"
757,"Gainesville, GA",-83.8301,34.2903,"Lincoln, NE",-96.6788,40.809,"Weston, FL",-80.4054,26.1006,Is Gainesville GA closer to Lincoln NE or Weston FL?,"Lincoln, NE",False,"Weston, FL"
758,"Odessa, TX",-102.3406,31.8831,"Schenectady, NY",-73.9276,42.8025,"Pasadena, TX",-95.1499,29.6583,Is Odessa TX closer to Schenectady NY or Pasadena TX?,"Schenectady, NY",False,"Pasadena, TX"
759,"Glens Falls, NY",-73.6459,43.3109,"Escondido, CA",-117.0722,33.1347,"Yakima, WA",-120.5496,46.5923,Is Glens Falls NY closer to Escondido CA or Yakima WA?,"Escondido, CA",False,"Yakima, WA"
760,"Lewiston, ID",-116.9934,46.3934,"Newark, NJ",-74.1725,40.7245,"Temple, TX",-97.3894,31.1076,Is Lewiston ID closer to Newark NJ or Temple TX?,"Newark, NJ",False,"Temple, TX"
761,"Goldsboro, NC",-77.972,35.3778,"Greeley, CO",-104.7706,40.4151,"Anderson, IN",-85.6893,40.0891,Is Goldsboro NC closer to Greeley CO or Anderson IN?,"Greeley, CO",False,"Anderson, IN"
762,"Bay City, MI",-83.8886,43.5903,"Pasco, WA",-119.1304,46.2506,"Hattiesburg, MS",-89.317,31.3074,Is Bay City MI closer to Pasco WA or Hattiesburg MS?,"Pasco, WA",False,"Hattiesburg, MS"
763,"San Angelo, TX",-100.4506,31.4424,"Cathedral City, CA",-116.4642,33.8363,"Tigard, OR",-122.7845,45.4237,Is San Angelo TX closer to Cathedral City CA or Tigard OR?,"Cathedral City, CA",True,"Cathedral City, CA"
764,"Albany, GA",-84.1762,31.5776,"Waukegan, IL",-87.8716,42.3697,"Lewiston, ME",-70.1681,44.0915,Is Albany GA closer to Waukegan IL or Lewiston ME?,"Waukegan, IL",True,"Waukegan, IL"
765,"Lawrence, KS",-95.2641,38.9597,"Pleasanton, CA",-121.8805,37.6663,"Wheaton, IL",-88.1083,41.8561,Is Lawrence KS closer to Pleasanton CA or Wheaton IL?,"Pleasanton, CA",False,"Wheaton, IL"
766,"Kendall, FL",-80.3556,25.6697,"Chino, CA",-117.6654,33.9836,"Citrus Heights, CA",-121.288,38.6948,Is Kendall FL closer to Chino CA or Citrus Heights CA?,"Chino, CA",True,"Chino, CA"
767,"Bridgeport, CT",-73.1953,41.1918,"Altoona, PA",-78.4007,40.5082,"West Haven, CT",-72.9672,41.2739,Is Bridgeport CT closer to Altoona PA or West Haven CT?,"Altoona, PA",False,"West Haven, CT"
768,"New Brunswick, NJ",-74.445,40.487,"Racine, WI",-87.8135,42.7274,"Provo, UT",-111.6457,40.2457,Is New Brunswick NJ closer to Racine WI or Provo UT?,"Racine, WI",True,"Racine, WI"
769,"Melbourne, FL",-80.6627,28.1085,"Vineland, NJ",-74.9981,39.4653,"Fredericksburg, VA",-77.4872,38.2992,Is Melbourne FL closer to Vineland NJ or Fredericksburg VA?,"Vineland, NJ",False,"Fredericksburg, VA"
770,"Milwaukee, WI",-87.9673,43.0642,"Iowa City, IA",-91.5303,41.6559,"Sumter, SC",-80.393,33.9392,Is Milwaukee WI closer to Iowa City IA or Sumter SC?,"Iowa City, IA",True,"Iowa City, IA"
771,"Alexandria, LA",-92.4702,31.2923,"Parker, CO",-104.7753,39.5084,"South Gate, CA",-118.1926,33.9448,Is Alexandria LA closer to Parker CO or South Gate CA?,"Parker, CO",True,"Parker, CO"
772,"Santa Ana, CA",-117.8819,33.7366,"Columbus, OH",-82.985,39.9862,"Charlottesville, VA",-78.4855,38.0375,Is Santa Ana CA closer to Columbus OH or Charlottesville VA?,"Columbus, OH",True,"Columbus, OH"
773,"San Marcos, CA",-117.1744,33.135,"Meridian, ID",-116.3968,43.6112,"Mission Viejo, CA",-117.655,33.6095,Is San Marcos CA closer to Meridian ID or Mission Viejo CA?,"Meridian, ID",False,"Mission Viejo, CA"
774,"Indianapolis, IN",-86.1458,39.7771,"Summerville, SC",-80.1799,33.0015,"Johnstown, PA",-78.9193,40.3258,Is Indianapolis IN closer to Summerville SC or Johnstown PA?,"Summerville, SC",False,"Johnstown, PA"
775,"Hillsboro, OR",-122.9361,45.5272,"Brooklyn, NY",-73.9496,40.6501,"Hanover, PA",-76.9835,39.8117,Is Hillsboro OR closer to Brooklyn NY or Hanover PA?,"Brooklyn, NY",False,"Hanover, PA"
776,"Johnstown, PA",-78.9193,40.3258,"Westland, MI",-83.3805,42.3192,"Gilbert, AZ",-111.7463,33.3101,Is Johnstown PA closer to Westland MI or Gilbert AZ?,"Westland, MI",True,"Westland, MI"
777,"Port St. Lucie, FL",-80.3883,27.2796,"Wilmington, NC",-77.8866,34.21,"Weston, FL",-80.4054,26.1006,Is Port St. Lucie FL closer to Wilmington NC or Weston FL?,"Wilmington, NC",False,"Weston, FL"
778,"Sierra Vista, AZ",-110.3153,31.563,"Durham, NC",-78.9031,35.9794,"Tucson, AZ",-110.8782,32.1545,Is Sierra Vista AZ closer to Durham NC or Tucson AZ?,"Tucson, AZ",True,"Tucson, AZ"
779,"Atlanta, GA",-84.4224,33.7627,"Hartford, CT",-72.6834,41.7661,"Bronx, NY",-73.8662,40.8501,Is Atlanta GA closer to Hartford CT or Bronx NY?,"Hartford, CT",False,"Bronx, NY"
780,"Baton Rouge, LA",-91.131,30.4418,"New Brunswick, NJ",-74.445,40.487,"Aurora, IL",-88.2901,41.7637,Is Baton Rouge LA closer to New Brunswick NJ or Aurora IL?,"New Brunswick, NJ",False,"Aurora, IL"
781,"Newport Beach, CA",-117.8669,33.6151,"Elizabethtown, KY",-85.877,37.703,"Corona, CA",-117.5649,33.8616,Is Newport Beach CA closer to Elizabethtown KY or Corona CA?,"Elizabethtown, KY",False,"Corona, CA"
782,"Glendora, CA",-117.8468,34.1449,"Elkhart, IN",-85.9628,41.6916,"Hesperia, CA",-117.3147,34.3975,Is Glendora CA closer to Elkhart IN or Hesperia CA?,"Elkhart, IN",False,"Hesperia, CA"
783,"Tigard, OR",-122.7845,45.4237,"Encinitas, CA",-117.2613,33.049,"Missoula, MT",-114.0214,46.875,Is Tigard OR closer to Encinitas CA or Missoula MT?,"Encinitas, CA",False,"Missoula, MT"
784,"Wheaton, MD",-77.0572,39.0492,"Beaufort, SC",-80.7235,32.4597,"Jurupa Valley, CA",-117.4705,34.001,Is Wheaton MD closer to Beaufort SC or Jurupa Valley CA?,"Beaufort, SC",True,"Beaufort, SC"
785,"Nampa, ID",-116.5631,43.5845,"Tampa, FL",-82.4451,27.9942,"Charlotte, NC",-80.8304,35.208,Is Nampa ID closer to Tampa FL or Charlotte NC?,"Tampa, FL",False,"Charlotte, NC"
786,"Lake Elsinore, CA",-117.3344,33.6847,"The Hammocks, FL",-80.4483,25.67,"El Monte, CA",-118.0291,34.0739,Is Lake Elsinore CA closer to The Hammocks FL or El Monte CA?,"The Hammocks, FL",False,"El Monte, CA"
787,"Pinellas Park, FL",-82.7078,27.8589,"Lakewood, CO",-105.1168,39.6977,"Tinley Park, IL",-87.805,41.567,Is Pinellas Park FL closer to Lakewood CO or Tinley Park IL?,"Lakewood, CO",False,"Tinley Park, IL"
788,"Livermore, CA",-121.7608,37.6862,"Whittier, CA",-118.0188,33.9678,"Elkhart, IN",-85.9628,41.6916,Is Livermore CA closer to Whittier CA or Elkhart IN?,"Whittier, CA",True,"Whittier, CA"
789,"Murfreesboro, TN",-86.4119,35.8492,"Albany, GA",-84.1762,31.5776,"Kenosha, WI",-87.8765,42.5864,Is Murfreesboro TN closer to Albany GA or Kenosha WI?,"Albany, GA",True,"Albany, GA"
790,"Gaithersburg, MD",-77.2132,39.1346,"Terre Haute, IN",-87.3763,39.4654,"Anaheim, CA",-117.8572,33.839,Is Gaithersburg MD closer to Terre Haute IN or Anaheim CA?,"Terre Haute, IN",True,"Terre Haute, IN"
791,"Cartersville, GA",-84.8007,34.1639,"Jacksonville, NC",-77.3941,34.7288,"Quincy, MA",-71.0183,42.2516,Is Cartersville GA closer to Jacksonville NC or Quincy MA?,"Jacksonville, NC",True,"Jacksonville, NC"
792,"Ellicott City, MD",-76.8344,39.2773,"Glendora, CA",-117.8468,34.1449,"Arden-Arcade, CA",-121.381,38.6034,Is Ellicott City MD closer to Glendora CA or Arden-Arcade CA?,"Glendora, CA",True,"Glendora, CA"
793,"Billings, MT",-108.5524,45.7891,"Kansas City, KS",-94.7443,39.1234,"Lowell, MA",-71.3217,42.6389,Is Billings MT closer to Kansas City KS or Lowell MA?,"Kansas City, KS",True,"Kansas City, KS"
794,"Frederick, MD",-77.4141,39.4336,"Naperville, IL",-88.1657,41.7483,"Union City, NJ",-74.0323,40.7674,Is Frederick MD closer to Naperville IL or Union City NJ?,"Naperville, IL",False,"Union City, NJ"
795,"High Point, NC",-79.9938,35.9907,"Beaverton, OR",-122.8168,45.4779,"Cheyenne, WY",-104.79,41.1351,Is High Point NC closer to Beaverton OR or Cheyenne WY?,"Beaverton, OR",False,"Cheyenne, WY"
796,"Bangor, ME",-68.7906,44.8322,"Irving, TX",-96.9702,32.8584,"Costa Mesa, CA",-117.9135,33.6667,Is Bangor ME closer to Irving TX or Costa Mesa CA?,"Irving, TX",True,"Irving, TX"
797,"Spartanburg, SC",-81.9257,34.9437,"Tucson, AZ",-110.8782,32.1545,"Poinciana, FL",-81.482,28.1217,Is Spartanburg SC closer to Tucson AZ or Poinciana FL?,"Tucson, AZ",False,"Poinciana, FL"
798,"Hoboken, NJ",-74.0279,40.7453,"Kentwood, MI",-85.5925,42.8852,"South Fulton, GA",-84.5802,33.6269,Is Hoboken NJ closer to Kentwood MI or South Fulton GA?,"Kentwood, MI",True,"Kentwood, MI"
799,"Long Beach, CA",-118.1675,33.7981,"Bloomington, MN",-93.3151,44.8306,"Corpus Christi, TX",-97.3755,27.726,Is Long Beach CA closer to Bloomington MN or Corpus Christi TX?,"Bloomington, MN",False,"Corpus Christi, TX"
800,"Alameda, CA",-122.2672,37.767,"Simi Valley, CA",-118.749,34.2663,"Madison, WI",-89.3931,43.0826,Is Alameda CA closer to Simi Valley CA or Madison WI?,"Simi Valley, CA",True,"Simi Valley, CA"
801,"Coconut Creek, FL",-80.1842,26.2803,"Eagle Pass, TX",-100.484,28.7125,"Skokie, IL",-87.74,42.0359,Is Coconut Creek FL closer to Eagle Pass TX or Skokie IL?,"Skokie, IL",True,"Skokie, IL"
802,"Visalia, CA",-119.3269,36.3276,"Westland, MI",-83.3805,42.3192,"San Mateo, CA",-122.3122,37.5521,Is Visalia CA closer to Westland MI or San Mateo CA?,"San Mateo, CA",True,"San Mateo, CA"
803,"Visalia, CA",-119.3269,36.3276,"Great Falls, MT",-111.2995,47.5022,"Glendora, CA",-117.8468,34.1449,Is Visalia CA closer to Great Falls MT or Glendora CA?,"Glendora, CA",True,"Glendora, CA"
804,"Kennewick, WA",-119.1732,46.1978,"Garden Grove, CA",-117.9601,33.7787,"Napa, CA",-122.3011,38.2976,Is Kennewick WA closer to Garden Grove CA or Napa CA?,"Napa, CA",True,"Napa, CA"
805,"Columbia, MD",-76.859,39.2004,"Titusville, FL",-80.8193,28.5727,"Thousand Oaks, CA",-118.8755,34.1914,Is Columbia MD closer to Titusville FL or Thousand Oaks CA?,"Thousand Oaks, CA",False,"Titusville, FL"
806,"Clovis, CA",-119.6831,36.8278,"Temple, TX",-97.3894,31.1076,"Longview, TX",-94.7621,32.5193,Is Clovis CA closer to Temple TX or Longview TX?,"Longview, TX",False,"Temple, TX"
807,"Hickory, NC",-81.323,35.7425,"Lee's Summit, MO",-94.3816,38.9172,"Raleigh, NC",-78.6435,35.8325,Is Hickory NC closer to Lee's Summit MO or Raleigh NC?,"Raleigh, NC",True,"Raleigh, NC"
808,"Largo, FL",-82.7711,27.9088,"Manteca, CA",-121.2264,37.7927,"Greeley, CO",-104.7706,40.4151,Is Largo FL closer to Manteca CA or Greeley CO?,"Greeley, CO",True,"Greeley, CO"
809,"Newark, NJ",-74.1725,40.7245,"Titusville, FL",-80.8193,28.5727,"Hilton Head Island, SC",-80.7499,32.1896,Is Newark NJ closer to Titusville FL or Hilton Head Island SC?,"Titusville, FL",False,"Hilton Head Island, SC"
810,"La Crosse, WI",-91.2268,43.824,"Sandy Springs, GA",-84.3703,33.9366,"Battle Creek, MI",-85.2296,42.2986,Is La Crosse WI closer to Sandy Springs GA or Battle Creek MI?,"Sandy Springs, GA",False,"Battle Creek, MI"
811,"Baldwin Park, CA",-117.9721,34.0829,"Flagstaff, AZ",-111.6195,35.1872,"Battle Creek, MI",-85.2296,42.2986,Is Baldwin Park CA closer to Flagstaff AZ or Battle Creek MI?,"Flagstaff, AZ",True,"Flagstaff, AZ"
812,"Lafayette, IN",-86.8594,40.399,"Fishers, IN",-85.9661,39.9589,"Titusville, FL",-80.8193,28.5727,Is Lafayette IN closer to Fishers IN or Titusville FL?,"Fishers, IN",True,"Fishers, IN"
813,"Hanford, CA",-119.6549,36.3274,"Janesville, WI",-89.0136,42.6855,"Daytona Beach, FL",-81.0982,29.1994,Is Hanford CA closer to Janesville WI or Daytona Beach FL?,"Daytona Beach, FL",False,"Janesville, WI"
814,"Alhambra, CA",-118.1355,34.084,"Carmel, IN",-86.146,39.965,"Bismarck, ND",-100.7694,46.8144,Is Alhambra CA closer to Carmel IN or Bismarck ND?,"Carmel, IN",False,"Bismarck, ND"
815,"Rome, GA",-85.1862,34.2661,"Pasadena, CA",-118.139,34.1597,"Aloha, OR",-122.8726,45.492,Is Rome GA closer to Pasadena CA or Aloha OR?,"Pasadena, CA",True,"Pasadena, CA"
816,"The Hammocks, FL",-80.4483,25.67,"Pine Hills, FL",-81.4693,28.5818,"Grand Island, NE",-98.3584,40.9214,Is The Hammocks FL closer to Pine Hills FL or Grand Island NE?,"Pine Hills, FL",True,"Pine Hills, FL"
817,"Sheboygan, WI",-87.7316,43.7403,"San Marcos, CA",-117.1744,33.135,"Akron, OH",-81.5219,41.0798,Is Sheboygan WI closer to San Marcos CA or Akron OH?,"San Marcos, CA",False,"Akron, OH"
818,"Norwich, CT",-72.0882,41.5495,"Lexington, KY",-84.4587,38.0423,"Caguas, PR",-66.0388,18.2319,Is Norwich CT closer to Lexington KY or Caguas PR?,"Lexington, KY",True,"Lexington, KY"
819,"Gastonia, NC",-81.1853,35.2494,"North Little Rock, AR",-92.2371,34.7808,"Dale City, VA",-77.3459,38.6473,Is Gastonia NC closer to North Little Rock AR or Dale City VA?,"North Little Rock, AR",False,"Dale City, VA"
820,"Bowling Green, KY",-86.4373,36.9719,"Lake Elsinore, CA",-117.3344,33.6847,"South Jordan, UT",-111.9782,40.557,Is Bowling Green KY closer to Lake Elsinore CA or South Jordan UT?,"Lake Elsinore, CA",False,"South Jordan, UT"
821,"Lincoln, NE",-96.6788,40.809,"Bangor, ME",-68.7906,44.8322,"Brooklyn, NY",-73.9496,40.6501,Is Lincoln NE closer to Bangor ME or Brooklyn NY?,"Bangor, ME",False,"Brooklyn, NY"
822,"Elgin, IL",-88.3229,42.0385,"Knoxville, TN",-83.9496,35.9692,"Kentwood, MI",-85.5925,42.8852,Is Elgin IL closer to Knoxville TN or Kentwood MI?,"Kentwood, MI",True,"Kentwood, MI"
823,"Ankeny, IA",-93.6033,41.7285,"Dublin, CA",-121.8963,37.7161,"Rancho Cucamonga, CA",-117.5666,34.1248,Is Ankeny IA closer to Dublin CA or Rancho Cucamonga CA?,"Dublin, CA",False,"Rancho Cucamonga, CA"
824,"Chesapeake, VA",-76.3024,36.6778,"Springfield, IL",-89.6538,39.771,"Lake Jackson, TX",-95.4522,29.0516,Is Chesapeake VA closer to Springfield IL or Lake Jackson TX?,"Springfield, IL",True,"Springfield, IL"
825,"Lompoc, CA",-120.4714,34.6618,"Pittsburg, CA",-121.8964,38.0182,"Kettering, OH",-84.1495,39.6957,Is Lompoc CA closer to Pittsburg CA or Kettering OH?,"Pittsburg, CA",True,"Pittsburg, CA"
826,"Peoria, IL",-89.6153,40.752,"Tulare, CA",-119.34,36.1996,"South Fulton, GA",-84.5802,33.6269,Is Peoria IL closer to Tulare CA or South Fulton GA?,"Tulare, CA",False,"South Fulton, GA"
827,"Boca Raton, FL",-80.108,26.3752,"Encinitas, CA",-117.2613,33.049,"Denver, CO",-104.8759,39.7621,Is Boca Raton FL closer to Encinitas CA or Denver CO?,"Encinitas, CA",False,"Denver, CO"
828,"Casas Adobes, AZ",-111.0114,32.3423,"Honolulu, HI",-157.846,21.3294,"Colton, CA",-117.3254,34.0538,Is Casas Adobes AZ closer to Honolulu HI or Colton CA?,"Honolulu, HI",False,"Colton, CA"
829,"Somerville, MA",-71.1013,42.3908,"St. Paul, MN",-93.104,44.9477,"York, PA",-76.7315,39.9651,Is Somerville MA closer to St. Paul MN or York PA?,"St. Paul, MN",False,"York, PA"
830,"Lehigh Acres, FL",-81.6388,26.612,"Omaha, NE",-96.0522,41.2627,"San Mateo, CA",-122.3122,37.5521,Is Lehigh Acres FL closer to Omaha NE or San Mateo CA?,"Omaha, NE",True,"Omaha, NE"
831,"San Rafael, CA",-122.5222,37.9905,"Methuen Town, MA",-71.1889,42.734,"Waldorf, MD",-76.9195,38.6085,Is San Rafael CA closer to Methuen Town MA or Waldorf MD?,"Methuen Town, MA",False,"Waldorf, MD"
832,"Meriden, CT",-72.7944,41.5367,"Mission Viejo, CA",-117.655,33.6095,"Rogers, AR",-94.1526,36.3172,Is Meriden CT closer to Mission Viejo CA or Rogers AR?,"Mission Viejo, CA",False,"Rogers, AR"
833,"Castro Valley, CA",-122.0631,37.7091,"Rialto, CA",-117.3894,34.1174,"Elizabethtown, KY",-85.877,37.703,Is Castro Valley CA closer to Rialto CA or Elizabethtown KY?,"Rialto, CA",True,"Rialto, CA"
834,"Mount Vernon, WA",-122.3115,48.4202,"Huntington Beach, CA",-118.0025,33.696,"Mishawaka, IN",-86.1669,41.6736,Is Mount Vernon WA closer to Huntington Beach CA or Mishawaka IN?,"Huntington Beach, CA",True,"Huntington Beach, CA"
835,"Germantown, MD",-77.2643,39.1755,"Columbia, SC",-80.9037,34.0376,"Wichita Falls, TX",-98.5291,33.9072,Is Germantown MD closer to Columbia SC or Wichita Falls TX?,"Wichita Falls, TX",False,"Columbia, SC"
836,"Dublin, CA",-121.8963,37.7161,"Bakersfield, CA",-119.0359,35.3529,"Bend, OR",-121.3087,44.0562,Is Dublin CA closer to Bakersfield CA or Bend OR?,"Bakersfield, CA",True,"Bakersfield, CA"
837,"Monroe, LA",-92.0774,32.5183,"Rowlett, TX",-96.5488,32.9157,"Bullhead City, AZ",-114.546,35.1205,Is Monroe LA closer to Rowlett TX or Bullhead City AZ?,"Rowlett, TX",True,"Rowlett, TX"
838,"Peoria, IL",-89.6153,40.752,"Monessen, PA",-79.8828,40.1519,"Jacksonville, NC",-77.3941,34.7288,Is Peoria IL closer to Monessen PA or Jacksonville NC?,"Monessen, PA",True,"Monessen, PA"
839,"Deerfield Beach, FL",-80.1277,26.305,"Dover, NH",-70.8845,43.1887,"Cleveland, TN",-84.8707,35.1817,Is Deerfield Beach FL closer to Dover NH or Cleveland TN?,"Dover, NH",False,"Cleveland, TN"
840,"Pleasanton, CA",-121.8805,37.6663,"Houston, TX",-95.3889,29.7863,"Apopka, FL",-81.5304,28.7014,Is Pleasanton CA closer to Houston TX or Apopka FL?,"Houston, TX",True,"Houston, TX"
841,"Newport Beach, CA",-117.8669,33.6151,"Lake Charles, LA",-93.2122,30.2012,"Mountain View, CA",-122.0796,37.4,Is Newport Beach CA closer to Lake Charles LA or Mountain View CA?,"Mountain View, CA",True,"Mountain View, CA"
842,"New Rochelle, NY",-73.7836,40.9305,"Eden Prairie, MN",-93.4595,44.8488,"Johns Creek, GA",-84.2027,34.0333,Is New Rochelle NY closer to Eden Prairie MN or Johns Creek GA?,"Eden Prairie, MN",False,"Johns Creek, GA"
843,"Dalton, GA",-84.9712,34.769,"Spartanburg, SC",-81.9257,34.9437,"Honolulu, HI",-157.846,21.3294,Is Dalton GA closer to Spartanburg SC or Honolulu HI?,"Spartanburg, SC",True,"Spartanburg, SC"
844,"Pasco, WA",-119.1304,46.2506,"Watsonville, CA",-121.7706,36.9206,"Wenatchee, WA",-120.3283,47.4356,Is Pasco WA closer to Watsonville CA or Wenatchee WA?,"Watsonville, CA",False,"Wenatchee, WA"
845,"Bartlett, TN",-89.8195,35.2337,"Decatur, AL",-86.9906,34.573,"Metairie, LA",-90.178,29.9977,Is Bartlett TN closer to Decatur AL or Metairie LA?,"Decatur, AL",True,"Decatur, AL"
846,"Framingham, MA",-71.4368,42.3085,"Rio Rancho, NM",-106.6981,35.2872,"Lauderhill, FL",-80.2242,26.1605,Is Framingham MA closer to Rio Rancho NM or Lauderhill FL?,"Rio Rancho, NM",False,"Lauderhill, FL"
847,"Lubbock, TX",-101.8878,33.5659,"Flower Mound, TX",-97.1146,33.0344,"Malden, MA",-71.0576,42.4305,Is Lubbock TX closer to Flower Mound TX or Malden MA?,"Flower Mound, TX",True,"Flower Mound, TX"
848,"Mission Viejo, CA",-117.655,33.6095,"Diamond Bar, CA",-117.8161,33.9991,"Peoria, AZ",-112.2989,33.7844,Is Mission Viejo CA closer to Diamond Bar CA or Peoria AZ?,"Diamond Bar, CA",True,"Diamond Bar, CA"
849,"Mandeville, LA",-90.0904,30.3751,"Santa Ana, CA",-117.8819,33.7366,"Pasco, WA",-119.1304,46.2506,Is Mandeville LA closer to Santa Ana CA or Pasco WA?,"Santa Ana, CA",True,"Santa Ana, CA"
850,"Springfield, MA",-72.5395,42.1155,"Lexington, KY",-84.4587,38.0423,"Albuquerque, NM",-106.6464,35.1053,Is Springfield MA closer to Lexington KY or Albuquerque NM?,"Lexington, KY",True,"Lexington, KY"
851,"Spring Valley, NV",-115.2619,36.0987,"Pasadena, TX",-95.1499,29.6583,"Forney, TX",-96.4529,32.744,Is Spring Valley NV closer to Pasadena TX or Forney TX?,"Pasadena, TX",False,"Forney, TX"
852,"Gilbert, AZ",-111.7463,33.3101,"Tracy, CA",-121.4522,37.7269,"Idaho Falls, ID",-112.0362,43.4872,Is Gilbert AZ closer to Tracy CA or Idaho Falls ID?,"Tracy, CA",True,"Tracy, CA"
853,"Germantown, MD",-77.2643,39.1755,"Wilmington, DE",-75.5413,39.7415,"Pasadena, TX",-95.1499,29.6583,Is Germantown MD closer to Wilmington DE or Pasadena TX?,"Pasadena, TX",False,"Wilmington, DE"
854,"Charlottesville, VA",-78.4855,38.0375,"Woodland, CA",-121.75,38.6712,"Moore, OK",-97.4758,35.3293,Is Charlottesville VA closer to Woodland CA or Moore OK?,"Woodland, CA",False,"Moore, OK"
855,"Alhambra, CA",-118.1355,34.084,"Provo, UT",-111.6457,40.2457,"DeSoto, TX",-96.8633,32.5992,Is Alhambra CA closer to Provo UT or DeSoto TX?,"Provo, UT",True,"Provo, UT"
856,"Hialeah, FL",-80.3046,25.8696,"Wheaton, MD",-77.0572,39.0492,"Pinellas Park, FL",-82.7078,27.8589,Is Hialeah FL closer to Wheaton MD or Pinellas Park FL?,"Wheaton, MD",False,"Pinellas Park, FL"
857,"Port Charlotte, FL",-82.114,26.9918,"Broomfield, CO",-105.0527,39.9541,"Metairie, LA",-90.178,29.9977,Is Port Charlotte FL closer to Broomfield CO or Metairie LA?,"Broomfield, CO",False,"Metairie, LA"
858,"Fond du Lac, WI",-88.4396,43.7718,"Ocala, FL",-82.1511,29.178,"Margate, FL",-80.2119,26.2466,Is Fond du Lac WI closer to Ocala FL or Margate FL?,"Ocala, FL",True,"Ocala, FL"
859,"Round Rock, TX",-97.666,30.5254,"Newark, NJ",-74.1725,40.7245,"Austin, TX",-97.7522,30.3004,Is Round Rock TX closer to Newark NJ or Austin TX?,"Austin, TX",True,"Austin, TX"
860,"Bentonville, AR",-94.2306,36.3546,"Jonesboro, AR",-90.6791,35.8212,"Elgin, IL",-88.3229,42.0385,Is Bentonville AR closer to Jonesboro AR or Elgin IL?,"Jonesboro, AR",True,"Jonesboro, AR"
861,"Torrance, CA",-118.3417,33.8346,"Winchester, VA",-78.1746,39.1735,"Jersey City, NJ",-74.0682,40.7161,Is Torrance CA closer to Winchester VA or Jersey City NJ?,"Winchester, VA",True,"Winchester, VA"
862,"Oklahoma City, OK",-97.5136,35.4676,"Jefferson City, MO",-92.1759,38.5676,"Boulder, CO",-105.2523,40.0249,Is Oklahoma City OK closer to Jefferson City MO or Boulder CO?,"Jefferson City, MO",True,"Jefferson City, MO"
863,"Rio Rancho, NM",-106.6981,35.2872,"Davie, FL",-80.287,26.0789,"Parker, CO",-104.7753,39.5084,Is Rio Rancho NM closer to Davie FL or Parker CO?,"Davie, FL",False,"Parker, CO"
864,"Pittsburgh, PA",-79.9762,40.4396,"Lynchburg, VA",-79.1909,37.4003,"Panama City, FL",-85.6004,30.1995,Is Pittsburgh PA closer to Lynchburg VA or Panama City FL?,"Lynchburg, VA",True,"Lynchburg, VA"
865,"Rochester Hills, MI",-83.1563,42.6645,"West Bend, WI",-88.1824,43.4184,"East Orange, NJ",-74.2117,40.7651,Is Rochester Hills MI closer to West Bend WI or East Orange NJ?,"West Bend, WI",True,"West Bend, WI"
866,"Erie, PA",-80.0733,42.1168,"Westland, MI",-83.3805,42.3192,"Fishers, IN",-85.9661,39.9589,Is Erie PA closer to Westland MI or Fishers IN?,"Westland, MI",True,"Westland, MI"
867,"Boca Raton, FL",-80.108,26.3752,"Southaven, MS",-89.9787,34.9514,"Mankato, MN",-93.9773,44.1712,Is Boca Raton FL closer to Southaven MS or Mankato MN?,"Southaven, MS",True,"Southaven, MS"
868,"Santa Maria, CA",-120.4432,34.9334,"Santa Clara, CA",-121.968,37.3645,"Greenwood, IN",-86.1073,39.6019,Is Santa Maria CA closer to Santa Clara CA or Greenwood IN?,"Santa Clara, CA",True,"Santa Clara, CA"
869,"Bellingham, WA",-122.4687,48.7543,"Pittsburg, CA",-121.8964,38.0182,"Dothan, AL",-85.4069,31.2335,Is Bellingham WA closer to Pittsburg CA or Dothan AL?,"Pittsburg, CA",True,"Pittsburg, CA"
870,"Lansing, MI",-84.5601,42.7142,"Buffalo, NY",-78.8487,42.9016,"Bozeman, MT",-111.0552,45.6832,Is Lansing MI closer to Buffalo NY or Bozeman MT?,"Buffalo, NY",True,"Buffalo, NY"
