,city_st,lat,lng,population
7013,"Columbiana,AL",33.193,-86.6115,4550
7014,"Fox Farm-College,WY",41.1103,-104.7872,4549
7016,"Eastwood,LA",32.5606,-93.5625,4548
7015,"Wahoo,NE",41.2166,-96.6172,4548
7017,"Aurora,NE",40.8642,-98.007,4547
7018,"Union Springs,AL",32.1395,-85.7141,4547
7019,"Leisure Village,NJ",40.0445,-74.1852,4547
7020,"Bremen,IN",41.4484,-86.1506,4546
7021,"Santa Ynez,CA",34.6151,-120.0944,4546
7022,"Oconto,WI",44.8918,-87.8692,4545
7023,"Social Circle,GA",33.6505,-83.7116,4544
7024,"Canastota,NY",43.0835,-75.7559,4544
7025,"Harrington,DE",38.9244,-75.5707,4543
7026,"Dardanelle,AR",35.2263,-93.1649,4541
7027,"Wiggins,MS",30.8557,-89.1385,4541
7028,"Dilley,TX",28.6675,-99.1765,4540
7029,"Avalon,PA",40.501,-80.068,4537
7030,"Gunnison,UT",39.157,-111.8135,4536
7032,"Piedmont,AL",33.9268,-85.6148,4535
7033,"Palacios,TX",28.7198,-96.235,4535
7034,"East Hampton North,NY",40.9725,-72.1889,4535
7031,"Boiling Springs,NC",35.2521,-81.6636,4535
7035,"Paxton,IL",40.4563,-88.1021,4534
7036,"Lexington,MO",39.1798,-93.8694,4534
7037,"Whiteland,IN",39.5507,-86.0742,4532
7038,"Luverne,MN",43.6533,-96.2146,4531
7039,"Watertown,MN",44.9603,-93.8431,4529
7040,"Laureles,TX",26.1168,-97.4875,4529
7041,"Hazlehurst,MS",31.8646,-90.3929,4528
7042,"Moses Lake North,WA",47.195,-119.3185,4526
7045,"Wrightsboro,NC",34.2895,-77.9217,4525
7046,"Pilot Point,TX",33.3955,-96.9501,4525
7043,"Negaunee,MI",46.497,-87.5968,4525
7044,"Surfside Beach,SC",33.6093,-78.9772,4525
7047,"Buhl,ID",42.5984,-114.7596,4524
7048,"Chain Lake,WA",47.9038,-121.9861,4522
7049,"Spring Lake Heights,NJ",40.1522,-74.043,4521
7050,"Piney,AR",34.5024,-93.142,4521
7051,"South Hill,VA",36.7254,-78.1287,4520
7052,"Gibraltar,MI",42.096,-83.2029,4519
7053,"Winfield,AL",33.9334,-87.7962,4519
7054,"Bonneauville,PA",39.8105,-77.1363,4519
7055,"South Bound Brook,NJ",40.5535,-74.5277,4518
7056,"Reminderville,OH",41.3338,-81.4018,4517
7057,"Oak Hill,TN",36.0735,-86.7856,4516
7058,"Smithville,TX",30.008,-97.1511,4515
7059,"Capitol Heights,MD",38.8766,-76.9074,4514
7060,"Lake Holiday,IL",41.6156,-88.6703,4512
7061,"Phoenix Lake,CA",38.0075,-120.3089,4511
7062,"North Westport,MA",41.6539,-71.0927,4510
7063,"Mount Vernon,MO",37.105,-93.8191,4508
7064,"Hancock,MI",47.1355,-88.5987,4506
7065,"Sauk Centre,MN",45.736,-94.9523,4505
7066,"Lake Wisconsin,WI",43.3782,-89.5762,4505
7067,"Ludlow,KY",39.0904,-84.5498,4504
7068,"Laguna Beach,FL",30.2549,-85.951,4504
7069,"East Petersburg,PA",40.1006,-76.3511,4504
7070,"Silver Summit,UT",40.7434,-111.4905,4503
7072,"Tallassee,AL",32.5314,-85.8902,4502
7071,"Ardsley,NY",41.0135,-73.8395,4502
7073,"Guayanilla,PR",18.0222,-66.7898,4501
7074,"Crystal River,FL",28.8964,-82.5992,4498
7075,"Hazlehurst,GA",31.8651,-82.5994,4497
7076,"Ogallala,NE",41.1292,-101.721,4497
7077,"Bayshore,NC",34.2893,-77.8025,4496
7078,"Edwardsville,KS",39.0765,-94.8166,4495
7079,"Fremont,MI",43.463,-85.9541,4494
7080,"Florence,MS",32.1557,-90.1225,4494
7081,"Orangeburg,NY",41.0488,-73.9407,4491
7082,"Ottawa Hills,OH",41.6682,-83.6433,4488
7083,"Jamestown,NC",35.9985,-79.9347,4487
7084,"Sayre,OK",35.2973,-99.6284,4486
7085,"Pine Level,AL",32.5797,-86.4529,4484
7086,"Ebensburg,PA",40.4884,-78.7264,4478
7087,"Fussels Corner,FL",28.0574,-81.861,4477
7090,"Santa Venetia,CA",38.0055,-122.5032,4474
7088,"Medina,TN",35.8152,-88.7901,4474
7089,"San Diego,TX",27.7609,-98.2389,4474
7092,"Shady Hollow,TX",30.1646,-97.8629,4473
7091,"Williamstown,KY",38.6415,-84.5676,4473
7093,"Rosedale,WA",47.3453,-122.6368,4472
7094,"Walhalla,SC",34.7705,-83.0615,4472
7095,"Newton Falls,OH",41.1888,-80.9712,4471
7096,"Castle Hills,TX",29.5229,-98.5197,4470
7097,"Pinetop-Lakeside,AZ",34.1486,-109.9658,4469
7098,"Goodland,KS",39.3489,-101.7142,4469
7099,"Huber Ridge,OH",40.0909,-82.9174,4468
7100,"Woodville,TX",30.774,-94.4236,4468
7102,"Millersburg,PA",40.5422,-76.9554,4467
7103,"Utqiagvik,AK",71.2728,-156.7575,4467
7101,"Berryville,VA",39.1504,-77.9824,4467
7104,"Helena Valley Northwest,MT",46.729,-112.0627,4465
7105,"Holiday City South,NJ",39.9533,-74.2366,4464
7106,"White City,FL",27.3722,-80.3403,4464
7107,"Sunnyside,CA",36.7294,-119.6945,4464
7108,"Algood,TN",36.1999,-85.4467,4463
7109,"Mount Holly Springs,PA",40.1126,-77.1854,4463
7110,"Horse Cave,KY",37.1738,-85.9146,4460
7111,"High Ridge,MO",38.4608,-90.5339,4459
7113,"Oak Grove,TN",36.4223,-82.4293,4458
7114,"Bonsall,CA",33.2761,-117.1942,4458
7112,"Cramerton,NC",35.2344,-81.0734,4458
7116,"Whiteville,TN",35.318,-89.1498,4456
7115,"Minerva,OH",40.7306,-81.1022,4456
7117,"West Peoria,IL",40.697,-89.6398,4455
7118,"Beaufort,NC",34.7308,-76.6487,4452
7119,"Grayson,GA",33.89,-83.9574,4452
7120,"San Carlos,AZ",33.35,-110.4654,4451
7121,"East Merrimack,NH",42.867,-71.484,4449
7122,"Holtville,AL",32.6314,-86.3268,4449
7123,"Mountain View Acres,CA",34.4976,-117.3472,4447
7124,"La Verkin,UT",37.2308,-113.2523,4446
7125,"Mount Hood Village,OR",45.3433,-121.9832,4445
7126,"Pupukea,HI",21.6511,-158.0436,4443
7127,"Reedsport,OR",43.6983,-124.1122,4442
7128,"Lake Tansi,TN",35.8706,-85.0617,4441
7129,"Coquille,OR",43.1802,-124.1841,4439
7130,"Armonk,NY",41.132,-73.7137,4438
7131,"Mary Esther,FL",30.4127,-86.6588,4434
7132,"Saukville,WI",43.3847,-87.9439,4433
7133,"Unalaska,AK",53.8984,-166.568,4432
7134,"The Meadows,FL",27.3653,-82.4724,4430
7135,"Tazewell,VA",37.1268,-81.5134,4430
7136,"Beecher,IL",41.3501,-87.6174,4427
7137,"Crestline,OH",40.7836,-82.7458,4425
7138,"Enon,VA",37.3273,-77.3194,4425
7139,"Russell,KS",38.8878,-98.8513,4423
7140,"Dilworth,MN",46.8795,-96.6986,4422
7143,"Jenkintown,PA",40.0962,-75.1296,4420
7141,"Valdese,NC",35.7566,-81.5634,4420
7142,"Marlow,OK",34.6296,-97.9579,4420
7145,"Berwick,LA",29.7013,-91.2377,4419
7144,"Perryville,MD",39.5738,-76.0669,4419
7146,"Planada,CA",37.2892,-120.3207,4418
7147,"Towanda,PA",41.7707,-76.4472,4417
7148,"California,MO",38.6304,-92.5667,4416
7149,"Ste. Genevieve,MO",37.9747,-90.0481,4416
7150,"Stock Island,FL",24.5658,-81.7351,4416
7151,"Brookridge,FL",28.5483,-82.4897,4412
7152,"Churchville,PA",40.1994,-74.9986,4412
7153,"Senoia,GA",33.3082,-84.5546,4412
7154,"Cortland,IL",41.9255,-88.6794,4408
7155,"King City,OR",45.4011,-122.8071,4408
7157,"Armona,CA",36.3179,-119.7054,4407
7156,"Kensington Park,FL",27.3591,-82.4931,4407
7158,"Jourdanton,TX",28.9138,-98.5411,4405
7159,"Sheffield,OH",41.4559,-82.0912,4402
7160,"Viroqua,WI",43.5582,-90.8863,4402
7161,"Jessup,PA",41.4622,-75.5478,4400
7162,"St. James,MN",43.9832,-94.6249,4400
7163,"Ashdown,AR",33.6746,-94.1264,4400
7164,"Sparta,MI",43.1575,-85.7091,4399
7165,"Montoursville,PA",41.2472,-76.9184,4399
7166,"Walworth,WI",42.5305,-88.5941,4399
7167,"Samoset,FL",27.4752,-82.543,4399
7168,"McSwain,CA",37.3146,-120.5867,4399
7169,"Carlisle,IA",41.5116,-93.4949,4396
7170,"Suquamish,WA",47.7237,-122.583,4395
7171,"Stanford,KY",37.535,-84.6605,4393
7172,"Ely,NV",39.2649,-114.8709,4392
7173,"Hallsville,TX",32.5027,-94.57,4392
7174,"Holts Summit,MO",38.6474,-92.1142,4391
7175,"Clintonville,WI",44.6222,-88.7513,4391
7176,"Clarkdale,AZ",34.7503,-112.055,4391
7177,"Church Point,LA",30.4037,-92.2145,4388
7178,"Brookville,PA",41.1615,-79.0827,4388
7179,"Redland,AL",32.4754,-86.1375,4388
7180,"Hurstbourne,KY",38.238,-85.5891,4388
7183,"Arabi,LA",29.9562,-89.9986,4387
7182,"Coopersville,MI",43.0658,-85.9341,4387
7181,"Mount Olive,AL",33.6778,-86.8726,4387
7184,"Windom,MN",43.8736,-95.1201,4386
7185,"Nashville,AR",33.9418,-93.8516,4386
7186,"Kingsville,MD",39.4496,-76.4204,4385
7187,"Larksville,PA",41.2639,-75.9326,4385
7188,"Jacksboro,TX",33.2256,-98.1594,4384
7189,"West Laurel,MD",39.1133,-76.8924,4383
7190,"Argyle,TX",33.1105,-97.1864,4381
7191,"Van Alstyne,TX",33.4203,-96.5834,4378
7192,"Cortez,FL",27.4668,-82.6687,4377
7193,"Cornwall,PA",40.2659,-76.4077,4376
7194,"Fetters Hot Springs-Agua Caliente,CA",38.3274,-122.4871,4374
7196,"Woodbridge,VA",38.6569,-77.2403,4373
7195,"Caldwell,TX",30.5307,-96.7007,4373
7199,"Heeia,HI",21.4211,-157.8203,4372
7197,"Albion,PA",41.8904,-80.3641,4372
7198,"Noyack,NY",40.9827,-72.335,4372
7200,"Pendleton,IN",40.0067,-85.7712,4371
7201,"Wonder Lake,IL",42.3792,-88.3496,4370
7202,"Fort Branch,IN",38.2461,-87.5734,4370
7203,"Long Hill,CT",41.3536,-72.0517,4369
7204,"Pittsboro,NC",35.7256,-79.1714,4368
7205,"Grottoes,VA",38.2692,-78.8252,4367
7206,"Euharlee,GA",34.1441,-84.9327,4367
7207,"Tarentum,PA",40.6041,-79.7601,4366
7208,"Camanche,IA",41.7928,-90.2766,4365
7209,"Todd Creek,CO",39.9795,-104.8726,4365
7210,"Deer Park,WA",47.9642,-117.4398,4364
7211,"Balm,FL",27.7541,-82.2882,4362
7212,"Pacheco,CA",37.9878,-122.07,4361
7213,"Lake Providence,LA",32.8133,-91.1826,4361
7214,"Copperopolis,CA",37.9365,-120.6277,4361
7215,"Isle of Palms,SC",32.8043,-79.7552,4360
7216,"Tontitown,AR",36.1642,-94.2457,4358
7217,"Laurel,DE",38.5692,-75.5689,4356
7218,"Hamburg,PA",40.5561,-75.9825,4355
7219,"Mauston,WI",43.7995,-90.0775,4355
7220,"West Hazleton,PA",40.9699,-76.013,4355
7221,"Hearne,TX",30.877,-96.5956,4354
7222,"Garwood,NJ",40.6513,-74.3231,4352
7225,"Sullivan,IN",39.0973,-87.4074,4351
7224,"Atlantic Highlands,NJ",40.4112,-74.0296,4351
7223,"Shallotte,NC",33.9759,-78.3807,4351
7226,"Harrogate,TN",36.5752,-83.6462,4348
7227,"Argo,AL",33.6961,-86.5066,4348
7228,"Canton,NC",35.5515,-82.8406,4347
7229,"American Falls,ID",42.7828,-112.8541,4345
7230,"Cedarville,OH",39.7471,-83.8109,4343
7231,"Brices Creek,NC",35.0505,-77.0844,4342
7232,"Greendale,IN",39.1317,-84.851,4341
7233,"French Island,WI",43.8593,-91.2614,4341
7234,"North Terre Haute,IN",39.537,-87.3653,4339
7235,"East Troy,WI",42.7848,-88.3973,4338
7238,"Narberth,PA",40.0077,-75.2635,4336
7237,"Eldorado,IL",37.8113,-88.4415,4336
7236,"St. Bernard,OH",39.1711,-84.4956,4336
7239,"Elk Ridge,UT",40.0099,-111.6775,4335
7240,"Bayside,WI",43.1827,-87.9017,4334
7241,"Flourtown,PA",40.1039,-75.2069,4331
7242,"Dyersville,IA",42.4817,-91.1176,4329
7243,"Lake Montezuma,AZ",34.6414,-111.796,4329
7244,"Forks,WA",47.9528,-124.3904,4327
7245,"Fulton,MD",39.1516,-76.9163,4326
7246,"Wallace,NC",34.7379,-77.9909,4326
7247,"Cokato,MN",45.0771,-94.1879,4326
7248,"Taylor,AZ",34.4393,-110.1018,4321
7250,"Spring Valley Village,TX",29.7898,-95.5041,4319
7251,"Del Mar,CA",32.9633,-117.2627,4319
7249,"Dumas,AR",33.8849,-91.4861,4319
7252,"Montgomery,WV",38.1741,-81.3241,4317
7253,"Bayou Vista,LA",29.6912,-91.2672,4316
7254,"Nikiski,AK",60.7152,-151.2317,4316
7255,"Glassport,PA",40.3262,-79.8861,4315
7256,"Humboldt Hill,CA",40.7219,-124.1987,4315
7257,"Larned,KS",38.1834,-99.1014,4313
7258,"Moon Lake,FL",28.2993,-82.6049,4312
7259,"Bethel Manor,VA",37.0973,-76.4244,4312
7260,"Indian River Shores,FL",27.7084,-80.3851,4311
7261,"West Ocean City,MD",38.3476,-75.1115,4310
7262,"Wright City,MO",38.8341,-91.0399,4309
7263,"Slatington,PA",40.7544,-75.6114,4307
7264,"Aumsville,OR",44.8462,-122.8698,4306
7265,"Holmes Beach,FL",27.5108,-82.7153,4305
7266,"Springville,AL",33.7643,-86.4749,4304
7267,"Pennside,PA",40.3384,-75.8781,4304
7268,"Madeira Beach,FL",27.7985,-82.7887,4301
7269,"Whitesboro,TX",33.6612,-96.9022,4300
7270,"Whiteriver,AZ",33.8358,-109.9616,4296
7271,"Slaughterville,OK",35.091,-97.2879,4296
7272,"National Harbor,MD",38.7883,-77.0106,4296
7273,"West Reading,PA",40.3337,-75.947,4296
7274,"Prescott,WI",44.7523,-92.7883,4295
7275,"Lamar,MO",37.4945,-94.2791,4294
7276,"Wauna,WA",47.386,-122.6694,4294
7277,"La Joya,TX",26.2518,-98.4699,4293
7278,"Middlebury,IN",41.6696,-85.7075,4292
7279,"Barnwell,SC",33.2419,-81.3659,4291
7281,"Selmer,TN",35.1708,-88.5955,4291
7280,"Priceville,AL",34.5247,-86.8855,4291
7282,"Chatsworth,GA",34.7808,-84.7835,4290
7283,"Crane,TX",31.3919,-102.3503,4290
7284,"Geneva,AL",31.0437,-85.8763,4289
7285,"Melwood,MD",38.8022,-76.8419,4289
7286,"Crittenden,KY",38.7754,-84.6137,4288
7287,"Springville,NY",42.5084,-78.6696,4288
7288,"Ridge Wood Heights,FL",27.2874,-82.5137,4287
7289,"Nelson,GA",34.379,-84.3707,4287
7290,"Cross Plains,WI",43.1145,-89.648,4286
7291,"Grant-Valkaria,FL",27.9322,-80.5655,4286
7293,"Indian Rocks Beach,FL",27.8961,-82.8444,4285
7292,"Hayfield,VA",38.7536,-77.1321,4285
7294,"Osawatomie,KS",38.5064,-94.9483,4284
7295,"Buena,NJ",39.5282,-74.9448,4284
7296,"Sellersville,PA",40.36,-75.3083,4283
7297,"Medford,WI",45.1365,-90.3436,4282
7298,"Mifflinburg,PA",40.9202,-77.0465,4282
7299,"Three Oaks,FL",26.4738,-81.796,4281
7300,"Adamsville,AL",33.6063,-86.9745,4281
7301,"Justin,TX",33.0862,-97.3009,4279
7302,"Fayette,AL",33.6943,-87.8307,4275
7303,"Kenmar,PA",41.2547,-76.955,4275
7304,"Lytle,TX",29.2342,-98.795,4275
7305,"Coleman,TX",31.8317,-99.4223,4274
7308,"Magnolia,NJ",39.8562,-75.0365,4273
7307,"Morgan,UT",41.0414,-111.6802,4273
7306,"Sparta,IL",38.1514,-89.7185,4273
7309,"Mather,CA",38.5489,-121.2832,4272
7310,"Centralia,MO",39.2105,-92.1341,4271
7311,"Chalfont,PA",40.2894,-75.2096,4269
7312,"Quebradillas,PR",18.4732,-66.936,4269
7313,"Oneida,TN",36.5172,-84.5104,4267
7314,"Port Aransas,TX",27.8102,-97.0875,4266
7315,"Beaver,PA",40.6936,-80.3074,4266
7316,"Travis Ranch,TX",32.8038,-96.4759,4265
7317,"Lafayette,OR",45.2463,-123.1116,4265
7318,"Reidland,KY",37.0085,-88.5261,4265
7321,"Clearwater,SC",33.5038,-81.91,4264
7320,"Park Layne,OH",39.8881,-84.0394,4264
7319,"Kewaskum,WI",43.5177,-88.2306,4264
7322,"Buchanan,MI",41.8283,-86.3657,4263
7323,"Blanchester,OH",39.2934,-83.9797,4262
7324,"Belleair,FL",27.9365,-82.8114,4260
7325,"Williamston,SC",34.6194,-82.4794,4260
7326,"Florida,PR",18.3643,-66.5611,4260
7327,"Imperial,MO",38.3672,-90.3706,4260
7328,"Barboursville,WV",38.4061,-82.297,4258
7329,"Adjuntas,PR",18.1638,-66.7235,4258
7330,"Mulberry,FL",27.9058,-81.9872,4257
7331,"Hokes Bluff,AL",33.9902,-85.8639,4257
7332,"Newport,VT",44.9375,-72.2088,4257
7335,"Ellisburg,NJ",39.9199,-75.0093,4254
7334,"Pittsfield,IL",39.6202,-90.7934,4254
7333,"Mifflintown,PA",40.5711,-77.3951,4254
7336,"Groesbeck,TX",31.5259,-96.5284,4253
7337,"Edgewood,OH",41.8783,-80.7461,4253
7338,"Stafford Courthouse,VA",38.417,-77.4207,4252
7339,"Garden City South,NY",40.7121,-73.6605,4250
7340,"Parker,FL",30.1289,-85.6008,4249
7341,"Mitchell,IN",38.7368,-86.4755,4249
7342,"Mystic,CT",41.3573,-71.9548,4249
7343,"Mount Repose,OH",39.1908,-84.2197,4249
7344,"Barclay,NJ",39.9013,-75.0009,4248
7345,"Pleasant Run Farm,OH",39.3017,-84.5493,4246
7346,"Farley,KY",37.0405,-88.5734,4245
7347,"Georgetown,OH",38.8683,-83.8993,4243
7348,"Freeburg,IL",38.4398,-89.917,4242
7349,"Cotulla,TX",28.4364,-99.2367,4241
7350,"Raymond,WA",46.6839,-123.738,4241
7351,"Sissonville,WV",38.5042,-81.6398,4239
7352,"East Tawas,MI",44.2884,-83.4849,4239
7353,"Lebanon,IL",38.6004,-89.8116,4238
7354,"Waverly,OH",39.1256,-82.9836,4236
7355,"Park Rapids,MN",46.917,-95.0577,4235
7356,"Fort Pierce South,FL",27.4096,-80.3539,4235
7357,"Lyons,GA",32.2062,-82.3215,4233
7358,"Pocomoke City,MD",38.0635,-75.5553,4230
7359,"Verona,VA",38.1939,-79.0087,4228
7360,"Venersborg,WA",45.786,-122.4721,4227
7361,"Bethlehem,NC",35.8162,-81.2962,4227
7362,"Deer Park,IL",42.1656,-88.0868,4225
7363,"Dorneyville,PA",40.5755,-75.5188,4224
7364,"Hiram,GA",33.8771,-84.771,4223
7365,"Mountain Lakes,NJ",40.8907,-74.4406,4223
7366,"Mount Pleasant,PA",40.151,-79.5435,4221
7367,"Lake Darby,OH",39.9604,-83.2243,4220
7368,"Masontown,PA",39.8488,-79.9081,4220
7369,"China Grove,NC",35.5718,-80.5788,4220
7370,"Bellville,TX",29.9472,-96.2598,4219
7371,"Broken Bow,OK",34.0277,-94.7419,4216
7372,"Singac,NJ",40.8849,-74.243,4215
7373,"Fredericktown,MO",37.5643,-90.2987,4215
7374,"McMurray,PA",40.2815,-80.0874,4215
7375,"Ivanhoe,CA",36.3886,-119.2202,4215
7376,"Brookfield,MO",39.7853,-93.0772,4213
7377,"Mayodan,NC",36.421,-79.9676,4211
7378,"Moyock,NC",36.5166,-76.1728,4210
7379,"Lonsdale,MN",44.4776,-93.422,4207
7380,"Central Gardens,TX",29.9893,-94.0217,4207
7381,"Libby,MT",48.3872,-115.556,4206
7382,"Hampton,IA",42.742,-93.205,4205
7383,"Greenville,KY",37.2121,-87.1779,4204
7384,"Esperance,WA",47.7937,-122.3469,4204
7385,"Red Rock,AZ",32.561,-111.3745,4203
7386,"Woodstock,AL",33.2193,-87.1489,4202
7387,"Spindale,NC",35.3599,-81.9232,4202
7388,"Lancaster,KY",37.6152,-84.5817,4201
7390,"South Brooksville,FL",28.5243,-82.4158,4200
7389,"Bristow,OK",35.8338,-96.3941,4200
7391,"Comanche,TX",31.9005,-98.6044,4197
7392,"Silver Lake,NJ",40.7804,-74.1829,4197
7393,"Ellenton,FL",27.5266,-82.5261,4192
7394,"Barrington Hills,IL",42.1399,-88.2035,4190
7395,"Prairie Heights,WA",47.1529,-122.1048,4187
7396,"Lonoke,AR",34.7908,-91.9069,4187
7397,"Sebring,OH",40.9207,-81.0231,4186
7398,"Thornwood,NY",41.1185,-73.7796,4186
7399,"Malden,MO",36.585,-89.9808,4185
7400,"Golden Triangle,NJ",39.9288,-75.0398,4185
7401,"University Gardens,NY",40.7751,-73.7279,4182
7402,"Trenton,TN",35.9689,-88.9449,4180
7404,"Malmstrom AFB,MT",47.5059,-111.1825,4179
7403,"Monte Vista,CO",37.5789,-106.1499,4179
7405,"Hometown,IL",41.7312,-87.7311,4177
7406,"Scandia,MN",45.254,-92.8278,4176
7407,"Carlyle,IL",38.6217,-89.3735,4175
7408,"Westover,WV",39.6324,-79.9773,4173
7409,"Mountain Home,NC",35.3708,-82.5021,4173
7410,"Moosup,CT",41.717,-71.875,4173
7411,"Captain Cook,HI",19.4995,-155.8937,4171
7412,"El Cerro Mission,NM",34.7687,-106.6447,4170
7413,"Bluffton,OH",40.8912,-83.8887,4170
7414,"Whiteman AFB,MO",38.7302,-93.559,4169
7415,"Ovilla,TX",32.5352,-96.8895,4167
7416,"Columbus,TX",29.7055,-96.5563,4165
7417,"Lochmoor Waterway Estates,FL",26.6437,-81.9098,4163
7418,"Fortville,IN",39.9247,-85.8465,4162
7419,"Ketchum,ID",43.6868,-114.3731,4160
7421,"West Menlo Park,CA",37.4338,-122.2034,4160
7420,"Aldan,PA",39.9224,-75.2881,4160
7422,"Otisville,NY",41.4714,-74.5397,4159
7423,"Tiffin,IA",41.7067,-91.6582,4157
7424,"Minersville,PA",40.6908,-76.2594,4157
7425,"Grafton,ND",48.4142,-97.4055,4157
7426,"Heritage Village,CT",41.4845,-73.2351,4156
7427,"Oakwood,GA",34.2237,-83.8849,4156
7428,"Fruit Hill,OH",39.0699,-84.367,4156
7429,"Harbison Canyon,CA",32.8273,-116.8381,4155
7430,"Cockrell Hill,TX",32.7382,-96.8886,4154
7431,"Carmel Valley Village,CA",36.4824,-121.7198,4152
7433,"Blythewood,SC",34.2121,-80.9921,4150
7432,"Tri-City,OR",42.9893,-123.3,4150
7434,"Burgaw,NC",34.5507,-77.9224,4149
7435,"Virden,IL",39.5058,-89.7711,4148
7436,"Bradley Beach,NJ",40.2018,-74.0128,4148
7437,"Barnesville,OH",39.9888,-81.1728,4148
7438,"Waverly,TN",36.0939,-87.7846,4146
7439,"Camdenton,MO",38.0121,-92.75,4145
7440,"Westville,NJ",39.8704,-75.1301,4144
7441,"Imbéry,PR",18.4371,-66.5566,4144
7442,"Constantine,MI",41.8378,-85.665,4143
7443,"Mulberry,OH",39.1975,-84.2511,4143
7444,"Haleyville,AL",34.2331,-87.6175,4142
7446,"Chariton,IA",41.0176,-93.3095,4141
7445,"Louisville,TN",35.8246,-84.0552,4141
7447,"Taft,TX",27.98,-97.3929,4140
7448,"Rice Lake,MN",46.8977,-92.1137,4139
7449,"Herculaneum,MO",38.2579,-90.3949,4138
7450,"Charlevoix,MI",45.3138,-85.2557,4137
7451,"Dewey-Humboldt,AZ",34.5175,-112.2498,4137
7452,"Northwest Harwich,MA",41.6917,-70.1027,4136
7453,"Peotone,IL",41.3312,-87.7937,4135
7454,"Riverdale,NJ",40.9921,-74.3125,4135
7455,"South Greeley,WY",41.0928,-104.8066,4134
7456,"Etowah,TN",35.3381,-84.5282,4133
7458,"Garden Ridge,TX",29.6379,-98.2927,4130
7459,"Columbus,MN",45.2685,-93.081,4130
7457,"Riva,MD",38.9449,-76.5876,4130
7460,"Swannanoa,NC",35.6008,-82.3917,4127
7461,"Dawson,GA",31.7721,-84.4437,4126
7462,"Rockville,IN",39.7665,-87.2295,4124
7463,"Maeser,UT",40.4719,-109.5786,4123
7464,"Peaceful Valley,WA",48.9477,-122.1406,4123
7465,"Herricks,NY",40.7567,-73.6635,4122
7466,"Lenwood,CA",34.8861,-117.1078,4122
7467,"New Carlisle,IN",41.7018,-86.4916,4122
7468,"Pocola,OK",35.2456,-94.4774,4121
7469,"Benton Heights,MI",42.1211,-86.4137,4121
7470,"Stanton,KY",37.8465,-83.8563,4119
7471,"Christopher,IL",37.9708,-89.0531,4118
7472,"Austin,IN",38.7418,-85.8112,4118
7474,"Falls City,NE",40.0623,-95.599,4117
7473,"Westport,NC",35.5103,-80.9783,4117
7475,"New Tazewell,TN",36.4381,-83.6053,4116
7476,"Grant,MN",45.0825,-92.909,4116
7477,"Walthourville,GA",31.7716,-81.6216,4115
7478,"Waverly,NY",42.0119,-76.5406,4115
7479,"Randleman,NC",35.8165,-79.8066,4115
7480,"Cassville,MO",36.6786,-93.8682,4114
7481,"Woodstown,NJ",39.6503,-75.3251,4112
7482,"Burns,OR",43.5883,-119.0613,4112
7483,"Heritage Hills,NY",41.3398,-73.7016,4111
7484,"St. Marys,WV",39.4023,-81.195,4111
7485,"Caseyville,IL",38.6302,-90.0339,4110
7486,"Goodview,MN",44.0693,-91.7167,4109
7487,"Forest Oaks,NC",35.9889,-79.7079,4108
7488,"Sinking Spring,PA",40.3241,-76.0236,4106
7489,"Wadena,MN",46.4452,-95.1281,4105
7490,"Del Monte Forest,CA",36.5857,-121.9439,4105
7491,"Fleetwood,PA",40.4565,-75.8209,4104
7492,"Sparks,TX",31.6727,-106.2399,4104
7493,"Moxee,WA",46.564,-120.3966,4104
7494,"Perry,MI",42.8195,-84.232,4102
7495,"Jefferson,IA",42.0173,-94.3798,4102
7496,"Monongahela,PA",40.1956,-79.9221,4102
7497,"Pearl River,MS",32.7889,-89.2384,4100
7498,"Dimmitt,TX",34.5324,-102.3111,4099
7499,"Magee,MS",31.8731,-89.734,4097
7501,"Holloman AFB,NM",32.8483,-106.0998,4096
7500,"West Milwaukee,WI",43.0124,-87.971,4096
7502,"Presidio,TX",29.5603,-104.3653,4095
7503,"Bonifay,FL",30.7826,-85.6845,4094
7504,"Scottdale,PA",40.1034,-79.5899,4094
7505,"Wood Village,OR",45.5358,-122.4205,4093
7506,"Lathrup Village,MI",42.4921,-83.2273,4091
7507,"North Plymouth,MA",41.9728,-70.6882,4091
7508,"Burnham,IL",41.6376,-87.5447,4088
7509,"Rutherfordton,NC",35.3642,-81.9613,4087
7510,"Marietta-Alderwood,WA",48.7932,-122.5566,4086
7511,"North Richmond,CA",37.9642,-122.3711,4085
7512,"Lorane,PA",40.2921,-75.8486,4085
7513,"Pemberwick,CT",41.0224,-73.6564,4083
7514,"Charlotte Harbor,FL",26.9629,-82.0571,4082
7515,"Camuy,PR",18.4825,-66.8501,4080
7516,"Austin,AR",35.0061,-91.9895,4079
7517,"Whispering Pines,NC",35.2536,-79.3755,4078
7518,"Newcomerstown,OH",40.2762,-81.5949,4076
7519,"Waimanalo Beach,HI",21.3288,-157.6975,4076
7520,"Northwoods,MO",38.7035,-90.2824,4076
7521,"Waverly,NE",40.9111,-96.534,4075
7522,"Beavercreek,OR",45.2756,-122.5136,4075
7523,"Sharpsville,PA",41.2595,-80.4813,4074
7524,"Punta Santiago,PR",18.1619,-65.7584,4074
7525,"Brewerton,NY",43.2344,-76.1411,4074
7526,"Ripley,WV",38.8201,-81.7091,4073
7527,"Mosinee,WI",44.7874,-89.6839,4072
7529,"Running Springs,CA",34.2104,-117.1147,4071
7528,"Boyertown,PA",40.3323,-75.6375,4071
