City1,City1_long,City1_lat,City2,City2_long,City2_lat,City3,City3_long,City3_lat,Prompt,Response,correct
"South Hill, WA",-122.2848,47.1203,"Corpus Christi, TX",-97.3755,27.726,"Roanoke, VA",-79.958,37.2785,Is South Hill WA closer to Corpus Christi TX or Roanoke VA?,"Roanoke, VA",0
"The Hammocks, FL",-80.4483,25.67,"Pittsburg, CA",-121.8964,38.0182,"Midland, TX",-102.1137,32.0249,Is The Hammocks FL closer to Pittsburg CA or Midland TX?,"Midland, TX",1
"Anniston, AL",-85.8136,33.6712,"Fort Wayne, IN",-85.1437,41.0886,"Pflugerville, TX",-97.6022,30.452,Is Anniston AL closer to Fort Wayne IN or Pflugerville TX?,"Fort Wayne, IN",0
"Tulare, CA",-119.34,36.1996,"South Hill, WA",-122.2848,47.1203,"Pasadena, CA",-118.139,34.1597,Is Tulare CA closer to South Hill WA or Pasadena CA?,"Pasadena, CA",1
"Brentwood, CA",-121.7191,37.9355,"Gilbert, AZ",-111.7463,33.3101,"Winter Haven, FL",-81.7017,28.0118,Is Brentwood CA closer to Gilbert AZ or Winter Haven FL?,"Gilbert, AZ",0
"Dover, NH",-70.8845,43.1887,"Springdale, AR",-94.1574,36.1899,"West Lafayette, IN",-86.9239,40.4432,Is Dover NH closer to Springdale AR or West Lafayette IN?,"West Lafayette, IN",1
"Santa Fe, NM",-105.9819,35.6619,"Lake Forest, CA",-117.6712,33.6606,"Tulare, CA",-119.34,36.1996,Is Santa Fe NM closer to Lake Forest CA or Tulare CA?,"Lake Forest, CA",0
"Oceanside, CA",-117.3083,33.2247,"Lewiston, ME",-70.1681,44.0915,"Danbury, CT",-73.471,41.4016,Is Oceanside CA closer to Lewiston ME or Danbury CT?,"Danbury, CT",1
"Fayetteville, NC",-78.9776,35.0846,"Greenville, SC",-82.3647,34.8353,"Skokie, IL",-87.74,42.0359,Is Fayetteville NC closer to Greenville SC or Skokie IL?,"Greenville, SC",0
"Dearborn, MI",-83.2129,42.3127,"Antioch, CA",-121.7958,37.9789,"Bullhead City, AZ",-114.546,35.1205,Is Dearborn MI closer to Antioch CA or Bullhead City AZ?,"Antioch, CA",1
"Edmond, OK",-97.4159,35.6689,"Baytown, TX",-94.9669,29.7586,"Seaside, CA",-121.8191,36.6224,Is Edmond OK closer to Baytown TX or Seaside CA?,"Baytown, TX",0
"Collierville, TN",-89.6988,35.0471,"Bremerton, WA",-122.7122,47.5436,"Rocklin, CA",-121.2488,38.8075,Is Collierville TN closer to Bremerton WA or Rocklin CA?,"Bremerton, WA",1
"Lenexa, KS",-94.8018,38.9609,"Mayagüez, PR",-67.1397,18.2003,"Clovis, CA",-119.6831,36.8278,Is Lenexa KS closer to Mayagüez PR or Clovis CA?,"Clovis, CA",1
"Conroe, TX",-95.4825,30.3239,"Hoffman Estates, IL",-88.1468,42.0639,"Middletown, NY",-74.4236,41.4459,Is Conroe TX closer to Hoffman Estates IL or Middletown NY?,"Hoffman Estates, IL",0
"Union City, NJ",-74.0323,40.7674,"Elk Grove, CA",-121.3842,38.416,"Kannapolis, NC",-80.6403,35.4764,Is Union City NJ closer to Elk Grove CA or Kannapolis NC?,"Elk Grove, CA",1
"Denton, TX",-97.1419,33.2176,"New Haven, CT",-72.9246,41.3112,"Pine Hills, FL",-81.4693,28.5818,Is Denton TX closer to New Haven CT or Pine Hills FL?,"New Haven, CT",1
"Casa Grande, AZ",-111.7624,32.9068,"Indio, CA",-116.2346,33.7346,"Plantation, FL",-80.2617,26.126,Is Casa Grande AZ closer to Indio CA or Plantation FL?,"Indio, CA",0
"DeSoto, TX",-96.8633,32.5992,"Albany, OR",-123.0966,44.6274,"Downey, CA",-118.1312,33.9379,Is DeSoto TX closer to Albany OR or Downey CA?,"Albany, OR",1
"Sioux City, IA",-96.3901,42.4959,"Meridian, ID",-116.3968,43.6112,"Hesperia, CA",-117.3147,34.3975,Is Sioux City IA closer to Meridian ID or Hesperia CA?,"Meridian, ID",0
"Casa Grande, AZ",-111.7624,32.9068,"York, PA",-76.7315,39.9651,"Blaine, MN",-93.2077,45.1696,Is Casa Grande AZ closer to York PA or Blaine MN?,"York, PA",1
"Menifee, CA",-117.1849,33.6909,"Huntsville, AL",-86.6412,34.6988,"Gardena, CA",-118.3073,33.8944,Is Menifee CA closer to Huntsville AL or Gardena CA?,"Huntsville, AL",1
"Rancho Cordova, CA",-121.2523,38.574,"Kingston, NY",-73.9968,41.9295,"Schaumburg, IL",-88.0838,42.0307,Is Rancho Cordova CA closer to Kingston NY or Schaumburg IL?,"Kingston, NY",1
"New Rochelle, NY",-73.7836,40.9305,"Orlando, FL",-81.3369,28.4772,"Coconut Creek, FL",-80.1842,26.2803,Is New Rochelle NY closer to Orlando FL or Coconut Creek FL?,"Orlando, FL",0
"Aspen Hill, MD",-77.0823,39.0928,"Stamford, CT",-73.5583,41.1035,"Rocklin, CA",-121.2488,38.8075,Is Aspen Hill MD closer to Stamford CT or Rocklin CA?,"Stamford, CT",0
"Lakewood, CO",-105.1168,39.6977,"Lakewood, CA",-118.1221,33.8471,"Alexandria, LA",-92.4702,31.2923,Is Lakewood CO closer to Lakewood CA or Alexandria LA?,"Lakewood, CA",0
"Johns Creek, GA",-84.2027,34.0333,"Muskegon, MI",-86.2563,43.2281,"Lake Jackson, TX",-95.4522,29.0516,Is Johns Creek GA closer to Muskegon MI or Lake Jackson TX?,"Muskegon, MI",0
"Yuma, AZ",-114.5488,32.5992,"Paramount, CA",-118.1652,33.8976,"Charlottesville, VA",-78.4855,38.0375,Is Yuma AZ closer to Paramount CA or Charlottesville VA?,"Paramount, CA",0
"La Crosse, WI",-91.2268,43.824,"Hot Springs, AR",-93.0501,34.4892,"Springfield, MA",-72.5395,42.1155,Is La Crosse WI closer to Hot Springs AR or Springfield MA?,"Hot Springs, AR",0
"Columbus, IN",-85.9183,39.2093,"Cedar Rapids, IA",-91.6782,41.9665,"Zephyrhills, FL",-82.1796,28.2408,Is Columbus IN closer to Cedar Rapids IA or Zephyrhills FL?,"Cedar Rapids, IA",0
"Bayonne, NJ",-74.1141,40.6661,"Mandeville, LA",-90.0904,30.3751,"Taylor, MI",-83.2688,42.226,Is Bayonne NJ closer to Mandeville LA or Taylor MI?,"Taylor, MI",1
"Kingsport, TN",-82.5453,36.5224,"Napa, CA",-122.3011,38.2976,"Ontario, CA",-117.6064,34.0393,Is Kingsport TN closer to Napa CA or Ontario CA?,"Ontario, CA",1
"Springfield, OR",-122.981,44.0538,"Gaithersburg, MD",-77.2132,39.1346,"Tempe, AZ",-111.9318,33.3881,Is Springfield OR closer to Gaithersburg MD or Tempe AZ?,"Gaithersburg, MD",1
"Port Arthur, TX",-93.9264,29.8554,"Kokomo, IN",-86.1277,40.464,"Menifee, CA",-117.1849,33.6909,Is Port Arthur TX closer to Kokomo IN or Menifee CA?,"Kokomo, IN",0
"Palm Desert, CA",-116.3695,33.7378,"Jacksonville, FL",-81.6749,30.3322,"Collierville, TN",-89.6988,35.0471,Is Palm Desert CA closer to Jacksonville FL or Collierville TN?,"Jacksonville, FL",1
"Williamsburg, VA",-76.7076,37.2692,"Waterloo, IA",-92.3522,42.492,"Wylie, TX",-96.5161,33.0362,Is Williamsburg VA closer to Waterloo IA or Wylie TX?,"Waterloo, IA",0
"Elgin, IL",-88.3229,42.0385,"Casas Adobes, AZ",-111.0114,32.3423,"Chicago, IL",-87.6862,41.8373,Is Elgin IL closer to Casas Adobes AZ or Chicago IL?,"Casas Adobes, AZ",1
"Salt Lake City, UT",-111.9306,40.7777,"Clearwater, FL",-82.7622,27.9789,"Boynton Beach, FL",-80.0811,26.5281,Is Salt Lake City UT closer to Clearwater FL or Boynton Beach FL?,"Boynton Beach, FL",0
"Bay City, MI",-83.8886,43.5903,"Edinburg, TX",-98.1596,26.3197,"Sunrise Manor, NV",-115.049,36.1785,Is Bay City MI closer to Edinburg TX or Sunrise Manor NV?,"Edinburg, TX",0
"Cedar Rapids, IA",-91.6782,41.9665,"Lake Charles, LA",-93.2122,30.2012,"Warwick, RI",-71.4334,41.7062,Is Cedar Rapids IA closer to Lake Charles LA or Warwick RI?,"Lake Charles, LA",0
"Warner Robins, GA",-83.6529,32.597,"Spartanburg, SC",-81.9257,34.9437,"Cedar Park, TX",-97.8196,30.5106,Is Warner Robins GA closer to Spartanburg SC or Cedar Park TX?,"Spartanburg, SC",0
"Caldwell, ID",-116.6591,43.6453,"Lancaster, CA",-118.1753,34.6935,"St. Joseph, MO",-94.821,39.7599,Is Caldwell ID closer to Lancaster CA or St. Joseph MO?,"Lancaster, CA",0
"Paradise, NV",-115.1369,36.0807,"Beaumont, CA",-116.9766,33.9076,"Rockville, MD",-77.1552,39.0834,Is Paradise NV closer to Beaumont CA or Rockville MD?,"Rockville, MD",0
"Arlington, TX",-97.125,32.6998,"Round Rock, TX",-97.666,30.5254,"Albany, OR",-123.0966,44.6274,Is Arlington TX closer to Round Rock TX or Albany OR?,"Round Rock, TX",0
"Hagerstown, MD",-77.7217,39.6401,"Redlands, CA",-117.1712,34.0511,"Newark, OH",-82.4251,40.0705,Is Hagerstown MD closer to Redlands CA or Newark OH?,"Redlands, CA",1
"Reading, PA",-75.9267,40.34,"Wesley Chapel, FL",-82.3238,28.2106,"Fairfield, CA",-122.0324,38.2592,Is Reading PA closer to Wesley Chapel FL or Fairfield CA?,"Wesley Chapel, FL",0
"Sherman, TX",-96.6218,33.6274,"Lafayette, LA",-92.0323,30.2084,"San Luis Obispo, CA",-120.6691,35.2669,Is Sherman TX closer to Lafayette LA or San Luis Obispo CA?,"Lafayette, LA",0
"Bloomington, IN",-86.5257,39.1637,"Hoffman Estates, IL",-88.1468,42.0639,"Springfield, MO",-93.2916,37.1943,Is Bloomington IN closer to Hoffman Estates IL or Springfield MO?,"Hoffman Estates, IL",0
"Temecula, CA",-117.1315,33.4928,"Hampton, VA",-76.363,37.0551,"Pomona, CA",-117.7626,34.0585,Is Temecula CA closer to Hampton VA or Pomona CA?,"Hampton, VA",1
"Royal Oak, MI",-83.1539,42.5084,"Lawrence, MA",-71.1626,42.7003,"Roseville, CA",-121.3196,38.7703,Is Royal Oak MI closer to Lawrence MA or Roseville CA?,"Lawrence, MA",0
"Norman, OK",-97.3471,35.2335,"North Little Rock, AR",-92.2371,34.7808,"Burbank, CA",-118.3235,34.1879,Is Norman OK closer to North Little Rock AR or Burbank CA?,"North Little Rock, AR",0
"Canton, OH",-81.3677,40.8075,"Spring Valley, NV",-115.2619,36.0987,"Rock Hill, SC",-81.0244,34.9416,Is Canton OH closer to Spring Valley NV or Rock Hill SC?,"Spring Valley, NV",1
"Elkhart, IN",-85.9628,41.6916,"Beckley, WV",-81.1841,37.7878,"Vacaville, CA",-121.968,38.359,Is Elkhart IN closer to Beckley WV or Vacaville CA?,"Beckley, WV",0
"Manhattan, NY",-73.9662,40.7834,"Highlands Ranch, CO",-104.9708,39.5419,"Monessen, PA",-79.8828,40.1519,Is Manhattan NY closer to Highlands Ranch CO or Monessen PA?,"Highlands Ranch, CO",1
"Chattanooga, TN",-85.2488,35.0657,"Westland, MI",-83.3805,42.3192,"Corona, CA",-117.5649,33.8616,Is Chattanooga TN closer to Westland MI or Corona CA?,"Westland, MI",0
"Asheville, NC",-82.5536,35.5704,"Peabody, MA",-70.9724,42.5335,"Spokane Valley, WA",-117.2346,47.6626,Is Asheville NC closer to Peabody MA or Spokane Valley WA?,"Peabody, MA",0
"Taylorsville, UT",-111.9493,40.657,"Scranton, PA",-75.6649,41.4044,"South Gate, CA",-118.1926,33.9448,Is Taylorsville UT closer to Scranton PA or South Gate CA?,"Scranton, PA",1
"Diamond Bar, CA",-117.8161,33.9991,"Burien, WA",-122.3394,47.4762,"Milpitas, CA",-121.8921,37.4339,Is Diamond Bar CA closer to Burien WA or Milpitas CA?,"Burien, WA",1
"Levittown, NY",-73.5125,40.7241,"High Point, NC",-79.9938,35.9907,"Carlsbad, CA",-117.2837,33.1247,Is Levittown NY closer to High Point NC or Carlsbad CA?,"High Point, NC",0
"Ithaca, NY",-76.5032,42.4442,"Knoxville, TN",-83.9496,35.9692,"National City, CA",-117.0983,32.6654,Is Ithaca NY closer to Knoxville TN or National City CA?,"Knoxville, TN",0
"Perris, CA",-117.2233,33.7899,"Myrtle Beach, SC",-78.8843,33.7096,"Hickory, NC",-81.323,35.7425,Is Perris CA closer to Myrtle Beach SC or Hickory NC?,"Myrtle Beach, SC",1
"Santee, CA",-116.9851,32.8554,"Dayton, OH",-84.1998,39.7797,"Lewiston, ID",-116.9934,46.3934,Is Santee CA closer to Dayton OH or Lewiston ID?,"Dayton, OH",1
"Corpus Christi, TX",-97.3755,27.726,"Flint, MI",-83.6922,43.0235,"Porterville, CA",-119.0338,36.0644,Is Corpus Christi TX closer to Flint MI or Porterville CA?,"Flint, MI",0
"Chesapeake, VA",-76.3024,36.6778,"Philadelphia, PA",-75.1339,40.0077,"Peoria, AZ",-112.2989,33.7844,Is Chesapeake VA closer to Philadelphia PA or Peoria AZ?,"Philadelphia, PA",0
"Meriden, CT",-72.7944,41.5367,"Grants Pass, OR",-123.3317,42.4333,"Harlingen, TX",-97.6976,26.1917,Is Meriden CT closer to Grants Pass OR or Harlingen TX?,"Grants Pass, OR",1
"Casas Adobes, AZ",-111.0114,32.3423,"Milwaukee, WI",-87.9673,43.0642,"San Clemente, CA",-117.6103,33.4498,Is Casas Adobes AZ closer to Milwaukee WI or San Clemente CA?,"Milwaukee, WI",1
"Jefferson City, MO",-92.1759,38.5676,"Savannah, GA",-81.1784,32.0281,"Mesquite, TX",-96.5889,32.7623,Is Jefferson City MO closer to Savannah GA or Mesquite TX?,"Savannah, GA",1
"Sunnyvale, CA",-122.0256,37.3836,"Yorba Linda, CA",-117.7714,33.889,"Springdale, AR",-94.1574,36.1899,Is Sunnyvale CA closer to Yorba Linda CA or Springdale AR?,"Yorba Linda, CA",0
"Trenton, NJ",-74.7641,40.2236,"Billings, MT",-108.5524,45.7891,"Mishawaka, IN",-86.1669,41.6736,Is Trenton NJ closer to Billings MT or Mishawaka IN?,"Billings, MT",1
"Twin Falls, ID",-114.4615,42.5645,"Loveland, CO",-105.0623,40.4166,"Bloomington, IL",-88.9703,40.4757,Is Twin Falls ID closer to Loveland CO or Bloomington IL?,"Loveland, CO",0
"Spring, TX",-95.383,30.0613,"Pompano Beach, FL",-80.1312,26.2428,"Clearwater, FL",-82.7622,27.9789,Is Spring TX closer to Pompano Beach FL or Clearwater FL?,"Pompano Beach, FL",1
"St. Cloud, MN",-94.1718,45.5339,"Wyoming, MI",-85.7066,42.8909,"High Point, NC",-79.9938,35.9907,Is St. Cloud MN closer to Wyoming MI or High Point NC?,"Wyoming, MI",0
"Albuquerque, NM",-106.6464,35.1053,"Bethlehem, PA",-75.3679,40.6266,"Odessa, TX",-102.3406,31.8831,Is Albuquerque NM closer to Bethlehem PA or Odessa TX?,"Bethlehem, PA",1
"Union City, CA",-122.0187,37.603,"Grand Forks, ND",-97.0886,47.9218,"Lynwood, CA",-118.2017,33.924,Is Union City CA closer to Grand Forks ND or Lynwood CA?,"Grand Forks, ND",1
"Edinburg, TX",-98.1596,26.3197,"Santa Cruz, CA",-122.0346,36.9789,"Lewisville, TX",-96.9823,33.0452,Is Edinburg TX closer to Santa Cruz CA or Lewisville TX?,"Santa Cruz, CA",1
"Delray Beach, FL",-80.0905,26.455,"Concord, CA",-122.0016,37.9722,"Hattiesburg, MS",-89.317,31.3074,Is Delray Beach FL closer to Concord CA or Hattiesburg MS?,"Concord, CA",1
"Little Rock, AR",-92.3576,34.7256,"South Lyon, MI",-83.6526,42.4614,"El Paso, TX",-106.4309,31.8479,Is Little Rock AR closer to South Lyon MI or El Paso TX?,"South Lyon, MI",0
"Charlottesville, VA",-78.4855,38.0375,"Zephyrhills, FL",-82.1796,28.2408,"Sioux City, IA",-96.3901,42.4959,Is Charlottesville VA closer to Zephyrhills FL or Sioux City IA?,"Zephyrhills, FL",0
"Montebello, CA",-118.1108,34.0155,"Fremont, CA",-121.9852,37.5265,"Paramount, CA",-118.1652,33.8976,Is Montebello CA closer to Fremont CA or Paramount CA?,"Fremont, CA",1
"Texas City, TX",-94.9658,29.4128,"West Des Moines, IA",-93.7805,41.5522,"Dothan, AL",-85.4069,31.2335,Is Texas City TX closer to West Des Moines IA or Dothan AL?,"West Des Moines, IA",1
"Lacey, WA",-122.7934,47.046,"Cookeville, TN",-85.5114,36.1484,"Corona, CA",-117.5649,33.8616,Is Lacey WA closer to Cookeville TN or Corona CA?,"Cookeville, TN",1
"Eagle Pass, TX",-100.484,28.7125,"Clifton, NJ",-74.1575,40.8631,"Houston, TX",-95.3889,29.7863,Is Eagle Pass TX closer to Clifton NJ or Houston TX?,"Houston, TX",1
"Fort Lauderdale, FL",-80.1464,26.1412,"Lincoln, NE",-96.6788,40.809,"New Britain, CT",-72.7862,41.6758,Is Fort Lauderdale FL closer to Lincoln NE or New Britain CT?,"Lincoln, NE",1
"The Woodlands, TX",-95.5134,30.1738,"Cambridge, MA",-71.1185,42.3759,"Bellflower, CA",-118.1271,33.888,Is The Woodlands TX closer to Cambridge MA or Bellflower CA?,"Cambridge, MA",1
"Cleveland, TN",-84.8707,35.1817,"Joliet, IL",-88.1499,41.5189,"Rowland Heights, CA",-117.8911,33.9716,Is Cleveland TN closer to Joliet IL or Rowland Heights CA?,"Joliet, IL",0
"Davis, CA",-121.7365,38.5552,"Parma, OH",-81.7286,41.3843,"Bethesda, MD",-77.1188,38.9866,Is Davis CA closer to Parma OH or Bethesda MD?,"Parma, OH",0
"Riverview, FL",-82.3023,27.8227,"Olympia, WA",-122.8959,47.0417,"Harrisonburg, VA",-78.8735,38.4361,Is Riverview FL closer to Olympia WA or Harrisonburg VA?,"Olympia, WA",1
"Hollywood, FL",-80.1679,26.0294,"Galveston, TX",-94.891,29.2487,"West Valley City, UT",-112.0115,40.6889,Is Hollywood FL closer to Galveston TX or West Valley City UT?,"Galveston, TX",0
"High Point, NC",-79.9938,35.9907,"Kokomo, IN",-86.1277,40.464,"North Las Vegas, NV",-115.0901,36.288,Is High Point NC closer to Kokomo IN or North Las Vegas NV?,"Kokomo, IN",0
"Utica, NY",-75.226,43.0961,"Mesa, AZ",-111.718,33.4017,"Kissimmee, FL",-81.4164,28.3042,Is Utica NY closer to Mesa AZ or Kissimmee FL?,"Mesa, AZ",1
"Alhambra, CA",-118.1355,34.084,"Franklin, TN",-86.8525,35.9216,"Concord, CA",-122.0016,37.9722,Is Alhambra CA closer to Franklin TN or Concord CA?,"Franklin, TN",1
"Wellington, FL",-80.2699,26.6461,"Richland, WA",-119.2938,46.2824,"Margate, FL",-80.2119,26.2466,Is Wellington FL closer to Richland WA or Margate FL?,"Margate, FL",1
"Bloomington, MN",-93.3151,44.8306,"Parkersburg, WV",-81.542,39.2624,"Columbia, MD",-76.859,39.2004,Is Bloomington MN closer to Parkersburg WV or Columbia MD?,"Parkersburg, WV",0
"Bentonville, AR",-94.2306,36.3546,"Allen, TX",-96.6735,33.1088,"Pocatello, ID",-112.4646,42.8724,Is Bentonville AR closer to Allen TX or Pocatello ID?,"Allen, TX",0
"Orem, UT",-111.6992,40.2983,"Milpitas, CA",-121.8921,37.4339,"Waukegan, IL",-87.8716,42.3697,Is Orem UT closer to Milpitas CA or Waukegan IL?,"Milpitas, CA",0
"Carbondale, IL",-89.2238,37.7221,"Salt Lake City, UT",-111.9306,40.7777,"Merced, CA",-120.4778,37.3057,Is Carbondale IL closer to Salt Lake City UT or Merced CA?,"Salt Lake City, UT",0
"Altoona, PA",-78.4007,40.5082,"Escondido, CA",-117.0722,33.1347,"Hoover, AL",-86.8064,33.3754,Is Altoona PA closer to Escondido CA or Hoover AL?,"Escondido, CA",1
"Albany, OR",-123.0966,44.6274,"Moore, OK",-97.4758,35.3293,"Carson City, NV",-119.7474,39.1512,Is Albany OR closer to Moore OK or Carson City NV?,"Carson City, NV",1
"Georgetown, TX",-97.6953,30.6668,"Montgomery, AL",-86.2666,32.3473,"Towson, MD",-76.619,39.3944,Is Georgetown TX closer to Montgomery AL or Towson MD?,"Montgomery, AL",0
"Pinellas Park, FL",-82.7078,27.8589,"Clovis, CA",-119.6831,36.8278,"Mayagüez, PR",-67.1397,18.2003,Is Pinellas Park FL closer to Clovis CA or Mayagüez PR?,"Clovis, CA",1
"Arlington, VA",-77.1011,38.8786,"Lodi, CA",-121.2932,38.1218,"Palm Coast, FL",-81.246,29.5392,Is Arlington VA closer to Lodi CA or Palm Coast FL?,"Palm Coast, FL",1
"Cranston, RI",-71.4857,41.7658,"Kentwood, MI",-85.5925,42.8852,"Bay City, MI",-83.8886,43.5903,Is Cranston RI closer to Kentwood MI or Bay City MI?,"Kentwood, MI",1
"Provo, UT",-111.6457,40.2457,"Lehigh Acres, FL",-81.6388,26.612,"Longmont, CO",-105.1005,40.1686,Is Provo UT closer to Lehigh Acres FL or Longmont CO?,"Longmont, CO",1
"Reading, PA",-75.9267,40.34,"Amarillo, TX",-101.8311,35.1988,"Normal, IL",-88.9881,40.5218,Is Reading PA closer to Amarillo TX or Normal IL?,"Normal, IL",1
"Avondale, AZ",-112.3236,33.3858,"Bismarck, ND",-100.7694,46.8144,"San Luis Obispo, CA",-120.6691,35.2669,Is Avondale AZ closer to Bismarck ND or San Luis Obispo CA?,"San Luis Obispo, CA",1
"Collierville, TN",-89.6988,35.0471,"Margate, FL",-80.2119,26.2466,"West New York, NJ",-74.0093,40.7856,Is Collierville TN closer to Margate FL or West New York NJ?,"Margate, FL",0
"National City, CA",-117.0983,32.6654,"Rome, GA",-85.1862,34.2661,"Margate, FL",-80.2119,26.2466,Is National City CA closer to Rome GA or Margate FL?,"Rome, GA",0
"Fresno, CA",-119.7941,36.7831,"Sioux Falls, SD",-96.732,43.5397,"West Palm Beach, FL",-80.1316,26.7468,Is Fresno CA closer to Sioux Falls SD or West Palm Beach FL?,"West Palm Beach, FL",0
"Boulder, CO",-105.2523,40.0249,"Ellicott City, MD",-76.8344,39.2773,"Dallas, TX",-96.7662,32.7936,Is Boulder CO closer to Ellicott City MD or Dallas TX?,"Dallas, TX",1
"Rapid City, SD",-103.2204,44.0716,"Leominster, MA",-71.7717,42.5209,"Gulfport, MS",-89.0703,30.4271,Is Rapid City SD closer to Leominster MA or Gulfport MS?,"Gulfport, MS",1
"Pembroke Pines, FL",-80.3382,26.0128,"Maricopa, AZ",-112.0006,33.0404,"Grand Junction, CO",-108.5673,39.0876,Is Pembroke Pines FL closer to Maricopa AZ or Grand Junction CO?,"Maricopa, AZ",1
"St. Peters, MO",-90.6061,38.7824,"Delray Beach, FL",-80.0905,26.455,"Brooklyn, NY",-73.9496,40.6501,Is St. Peters MO closer to Delray Beach FL or Brooklyn NY?,"Delray Beach, FL",1
"Davis, CA",-121.7365,38.5552,"Waterloo, IA",-92.3522,42.492,"Grand Island, NE",-98.3584,40.9214,Is Davis CA closer to Waterloo IA or Grand Island NE?,"Waterloo, IA",1
"Overland Park, KS",-94.687,38.887,"North Little Rock, AR",-92.2371,34.7808,"Moreno Valley, CA",-117.2045,33.9244,Is Overland Park KS closer to North Little Rock AR or Moreno Valley CA?,"North Little Rock, AR",0
"Sheboygan, WI",-87.7316,43.7403,"Westminster, CA",-117.9938,33.7523,"Eden Prairie, MN",-93.4595,44.8488,Is Sheboygan WI closer to Westminster CA or Eden Prairie MN?,"Eden Prairie, MN",1
"Orange, CA",-117.8218,33.8038,"Stockton, CA",-121.3109,37.9765,"Fort Wayne, IN",-85.1437,41.0886,Is Orange CA closer to Stockton CA or Fort Wayne IN?,"Stockton, CA",0
"Rock Hill, SC",-81.0244,34.9416,"South Whittier, CA",-118.0311,33.9336,"Seaside, CA",-121.8191,36.6224,Is Rock Hill SC closer to South Whittier CA or Seaside CA?,"South Whittier, CA",0
"Jurupa Valley, CA",-117.4705,34.001,"Herriman, UT",-112.0171,40.4899,"Rochester, MN",-92.4778,44.0151,Is Jurupa Valley CA closer to Herriman UT or Rochester MN?,"Herriman, UT",0
"Indio, CA",-116.2346,33.7346,"Madera, CA",-120.0782,36.9631,"Lehi, UT",-111.8726,40.4136,Is Indio CA closer to Madera CA or Lehi UT?,"Madera, CA",0
"Lakewood, WA",-122.5299,47.1628,"Los Lunas, NM",-106.7803,34.8115,"Milwaukee, WI",-87.9673,43.0642,Is Lakewood WA closer to Los Lunas NM or Milwaukee WI?,"Milwaukee, WI",0
"Goldsboro, NC",-77.972,35.3778,"Hickory, NC",-81.323,35.7425,"Chattanooga, TN",-85.2488,35.0657,Is Goldsboro NC closer to Hickory NC or Chattanooga TN?,"Hickory, NC",0
"South Bend, IN",-86.2696,41.6767,"Clifton, NJ",-74.1575,40.8631,"Stonecrest, GA",-84.1372,33.6842,Is South Bend IN closer to Clifton NJ or Stonecrest GA?,"Clifton, NJ",1
"Coeur d'Alene, ID",-116.7935,47.7041,"Tucson, AZ",-110.8782,32.1545,"Cape Coral, FL",-81.9956,26.6446,Is Coeur d'Alene ID closer to Tucson AZ or Cape Coral FL?,"Tucson, AZ",0
"Spring Valley, NV",-115.2619,36.0987,"Milford city , CT",-73.0625,41.2256,"Decatur, AL",-86.9906,34.573,Is Spring Valley NV closer to Milford city  CT or Decatur AL?,"Decatur, AL",1
"Kalamazoo, MI",-85.5882,42.2749,"Hattiesburg, MS",-89.317,31.3074,"Odessa, TX",-102.3406,31.8831,Is Kalamazoo MI closer to Hattiesburg MS or Odessa TX?,"Hattiesburg, MS",0
"Ames, IA",-93.6215,42.0259,"Lawrence, MA",-71.1626,42.7003,"Glendora, CA",-117.8468,34.1449,Is Ames IA closer to Lawrence MA or Glendora CA?,"Lawrence, MA",0
"Lake Forest, CA",-117.6712,33.6606,"Waukesha, WI",-88.2464,43.0087,"Wichita, KS",-97.3442,37.6896,Is Lake Forest CA closer to Waukesha WI or Wichita KS?,"Waukesha, WI",1
"Novi, MI",-83.4893,42.4786,"Compton, CA",-118.2275,33.893,"Lauderhill, FL",-80.2242,26.1605,Is Novi MI closer to Compton CA or Lauderhill FL?,"Compton, CA",1
"Brentwood, CA",-121.7191,37.9355,"Rochester, MN",-92.4778,44.0151,"Cheyenne, WY",-104.79,41.1351,Is Brentwood CA closer to Rochester MN or Cheyenne WY?,"Rochester, MN",1
"San Mateo, CA",-122.3122,37.5521,"Tigard, OR",-122.7845,45.4237,"Norwich, CT",-72.0882,41.5495,Is San Mateo CA closer to Tigard OR or Norwich CT?,"Tigard, OR",0
"Cheyenne, WY",-104.79,41.1351,"Carson City, NV",-119.7474,39.1512,"Zephyrhills, FL",-82.1796,28.2408,Is Cheyenne WY closer to Carson City NV or Zephyrhills FL?,"Carson City, NV",0
"Rochester, MN",-92.4778,44.0151,"Youngstown, OH",-80.6463,41.0993,"Plantation, FL",-80.2617,26.126,Is Rochester MN closer to Youngstown OH or Plantation FL?,"Youngstown, OH",0
"Great Falls, MT",-111.2995,47.5022,"Anderson, SC",-82.6479,34.5211,"North Las Vegas, NV",-115.0901,36.288,Is Great Falls MT closer to Anderson SC or North Las Vegas NV?,"Anderson, SC",1
"Raleigh, NC",-78.6435,35.8325,"Glendora, CA",-117.8468,34.1449,"Winchester, VA",-78.1746,39.1735,Is Raleigh NC closer to Glendora CA or Winchester VA?,"Glendora, CA",1
"Harrisburg, PA",-76.8843,40.2752,"Beaumont, TX",-94.1451,30.0849,"Gilroy, CA",-121.5855,37.0047,Is Harrisburg PA closer to Beaumont TX or Gilroy CA?,"Beaumont, TX",0
"El Monte, CA",-118.0291,34.0739,"Caguas, PR",-66.0388,18.2319,"Pasadena, CA",-118.139,34.1597,Is El Monte CA closer to Caguas PR or Pasadena CA?,"Pasadena, CA",1
