,City1,City1_long,City1_lat,City2,City2_long,City2_lat,City3,City3_long,City3_lat
651,"Spring, TX",-95.383,30.0613,"Knoxville, TN",-83.9496,35.9692,"Philadelphia, PA",-75.1339,40.0077
652,"Hampton, VA",-76.363,37.0551,"College Station, TX",-96.296,30.5852,"Tacoma, WA",-122.4531,47.2431
653,"Taylor, MI",-83.2688,42.226,"Oakland, CA",-122.2165,37.7903,"Glendale, CA",-118.2468,34.1818
654,"Miami Gardens, FL",-80.2426,25.9433,"Mission, TX",-98.3251,26.2041,"St. George, UT",-113.577,37.077
655,"Nashville, TN",-86.7843,36.1715,"Mesa, AZ",-111.718,33.4017,"Brentwood, CA",-121.7191,37.9355
656,"Gadsden, AL",-86.0156,34.009,"Malden, MA",-71.0576,42.4305,"Chula Vista, CA",-117.0145,32.6281
657,"Westminster, CA",-117.9938,33.7523,"Boynton Beach, FL",-80.0811,26.5281,"Brooklyn Park, MN",-93.3505,45.1112
658,"Coeur d'Alene, ID",-116.7935,47.7041,"Poinciana, FL",-81.482,28.1217,"Hoboken, NJ",-74.0279,40.7453
659,"Minnetonka, MN",-93.4598,44.9322,"Fairbanks, AK",-147.6534,64.8353,"Davis, CA",-121.7365,38.5552
660,"White Plains, NY",-73.7549,41.022,"Olympia, WA",-122.8959,47.0417,"Elizabeth, NJ",-74.1912,40.6657
661,"Columbia, MO",-92.3256,38.9478,"Ames, IA",-93.6215,42.0259,"Plantation, FL",-80.2617,26.126
662,"Eau Claire, WI",-91.4949,44.8199,"East Orange, NJ",-74.2117,40.7651,"Jackson, TN",-88.8353,35.6535
663,"Salem, OR",-123.0246,44.9231,"Bozeman, MT",-111.0552,45.6832,"Fall River, MA",-71.1014,41.7137
664,"Scranton, PA",-75.6649,41.4044,"Palo Alto, CA",-122.1468,37.3913,"Rancho Cordova, CA",-121.2523,38.574
665,"Fort Myers, FL",-81.8303,26.6195,"Texarkana, TX",-94.0815,33.4487,"Rochester, NY",-77.6162,43.168
666,"Yucaipa, CA",-117.0429,34.0336,"Carmichael, CA",-121.323,38.6337,"Pflugerville, TX",-97.6022,30.452
667,"Jacksonville, NC",-77.3941,34.7288,"Hemet, CA",-116.9969,33.7341,"Rock Hill, SC",-81.0244,34.9416
668,"Moore, OK",-97.4758,35.3293,"Newark, OH",-82.4251,40.0705,"Sarasota, FL",-82.5431,27.3386
669,"Clearwater, FL",-82.7622,27.9789,"Houma, LA",-90.7058,29.5799,"Shawnee, KS",-94.8076,39.0158
670,"Santa Ana, CA",-117.8819,33.7366,"Pasadena, TX",-95.1499,29.6583,"San Diego, CA",-117.1225,32.8312
671,"Hayward, CA",-122.0772,37.6328,"Huntersville, NC",-80.8727,35.4058,"Chapel Hill, NC",-79.0391,35.927
672,"Rosemead, CA",-118.0823,34.0689,"East Orange, NJ",-74.2117,40.7651,"Colton, CA",-117.3254,34.0538
673,"Elizabethtown, KY",-85.877,37.703,"Kokomo, IN",-86.1277,40.464,"Coral Springs, FL",-80.2591,26.2702
674,"Casa Grande, AZ",-111.7624,32.9068,"Eastvale, CA",-117.5802,33.9617,"Winchester, VA",-78.1746,39.1735
675,"South Fulton, GA",-84.5802,33.6269,"Westminster, CO",-105.0624,39.8837,"Eau Claire, WI",-91.4949,44.8199
676,"Antioch, CA",-121.7958,37.9789,"Grants Pass, OR",-123.3317,42.4333,"Lewiston, ME",-70.1681,44.0915
677,"Lewiston, ID",-116.9934,46.3934,"Corvallis, OR",-123.278,44.5697,"Tamiami, FL",-80.4016,25.7556
678,"Evansville, IN",-87.5341,37.9881,"Clarksville, TN",-87.342,36.5695,"McKinney, TX",-96.6669,33.2015
679,"Frederick, MD",-77.4141,39.4336,"South Fulton, GA",-84.5802,33.6269,"Casas Adobes, AZ",-111.0114,32.3423
680,"St. Augustine, FL",-81.31,29.8977,"Lake Havasu City, AZ",-114.3113,34.5006,"Gilbert, AZ",-111.7463,33.3101
681,"Rowland Heights, CA",-117.8911,33.9716,"Lake Charles, LA",-93.2122,30.2012,"Middletown, OH",-84.366,39.5032
682,"Tracy, CA",-121.4522,37.7269,"League City, TX",-95.1087,29.4873,"Fort Wayne, IN",-85.1437,41.0886
683,"Federal Way, WA",-122.3358,47.3091,"Ankeny, IA",-93.6033,41.7285,"Encinitas, CA",-117.2613,33.049
684,"Marietta, GA",-84.5422,33.9533,"Port Orange, FL",-81.0137,29.1084,"San Luis Obispo, CA",-120.6691,35.2669
685,"Warwick, RI",-71.4334,41.7062,"Frisco, TX",-96.8215,33.1555,"Lawrence, KS",-95.2641,38.9597
686,"Chula Vista, CA",-117.0145,32.6281,"Decatur, IL",-88.9337,39.8556,"Austin, TX",-97.7522,30.3004
687,"Columbia, MD",-76.859,39.2004,"Wausau, WI",-89.6459,44.962,"Daly City, CA",-122.4685,37.6862
688,"Wichita, KS",-97.3442,37.6896,"East Orange, NJ",-74.2117,40.7651,"Chattanooga, TN",-85.2488,35.0657
689,"New Braunfels, TX",-98.1148,29.6994,"Temecula, CA",-117.1315,33.4928,"Grand Island, NE",-98.3584,40.9214
690,"Coral Springs, FL",-80.2591,26.2702,"Panama City, FL",-85.6004,30.1995,"Kannapolis, NC",-80.6403,35.4764
691,"Twin Falls, ID",-114.4615,42.5645,"Philadelphia, PA",-75.1339,40.0077,"Mansfield, OH",-82.5275,40.7656
692,"Palm Desert, CA",-116.3695,33.7378,"McAllen, TX",-98.2471,26.2273,"Rancho Cucamonga, CA",-117.5666,34.1248
693,"Southfield, MI",-83.2605,42.4765,"Longview, TX",-94.7621,32.5193,"Santa Cruz, CA",-122.0346,36.9789
694,"Zephyrhills, FL",-82.1796,28.2408,"Mesa, AZ",-111.718,33.4017,"San Francisco, CA",-122.443,37.7562
695,"Aliso Viejo, CA",-117.7289,33.5792,"Guaynabo, PR",-66.1134,18.3839,"Alexandria, VA",-77.0861,38.8185
696,"Huntersville, NC",-80.8727,35.4058,"South San Francisco, CA",-122.4197,37.6536,"Guaynabo, PR",-66.1134,18.3839
697,"San Marcos, CA",-117.1744,33.135,"Lakewood, CA",-118.1221,33.8471,"Pembroke Pines, FL",-80.3382,26.0128
698,"Lawton, OK",-98.4203,34.6176,"Spring Hill, FL",-82.53,28.4797,"Albany, NY",-73.7987,42.6664
699,"Overland Park, KS",-94.687,38.887,"Lewisville, TX",-96.9823,33.0452,"Shoreline, WA",-122.3426,47.7564
700,"Orange, CA",-117.8218,33.8038,"Yucaipa, CA",-117.0429,34.0336,"Jersey City, NJ",-74.0682,40.7161
701,"Sunnyvale, CA",-122.0256,37.3836,"Rocky Mount, NC",-77.8048,35.9676,"Santa Ana, CA",-117.8819,33.7366
702,"Cathedral City, CA",-116.4642,33.8363,"Delray Beach, FL",-80.0905,26.455,"Buckeye, AZ",-112.6429,33.4314
703,"West Covina, CA",-117.9112,34.0555,"Mauldin, SC",-82.3005,34.7849,"West Palm Beach, FL",-80.1316,26.7468
704,"Round Rock, TX",-97.666,30.5254,"Sherman, TX",-96.6218,33.6274,"Mount Vernon, NY",-73.8291,40.9136
705,"Sherman, TX",-96.6218,33.6274,"Renton, WA",-122.1919,47.4784,"New Braunfels, TX",-98.1148,29.6994
706,"Roanoke, VA",-79.958,37.2785,"Jackson, MI",-84.4037,42.2431,"Leesburg, VA",-77.5544,39.1058
707,"Rowlett, TX",-96.5488,32.9157,"Lodi, CA",-121.2932,38.1218,"Joplin, MO",-94.5018,37.0758
708,"Longview, WA",-122.9629,46.1461,"Evansville, IN",-87.5341,37.9881,"Poughkeepsie, NY",-73.921,41.6949
709,"Beckley, WV",-81.1841,37.7878,"Johnson City, TN",-82.3803,36.3406,"Tustin, CA",-117.8106,33.7309
710,"Fort Lauderdale, FL",-80.1464,26.1412,"Wichita, KS",-97.3442,37.6896,"Knoxville, TN",-83.9496,35.9692
711,"Southfield, MI",-83.2605,42.4765,"Gardena, CA",-118.3073,33.8944,"Richmond, CA",-122.339,37.9477
712,"Casa Grande, AZ",-111.7624,32.9068,"Alexandria, LA",-92.4702,31.2923,"St. Cloud, FL",-81.2829,28.2294
713,"Mount Vernon, NY",-73.8291,40.9136,"Alafaya, FL",-81.1865,28.5278,"Pasadena, CA",-118.139,34.1597
714,"Williamsburg, VA",-76.7076,37.2692,"Lake Jackson, TX",-95.4522,29.0516,"Beaumont, TX",-94.1451,30.0849
715,"Harrisonburg, VA",-78.8735,38.4361,"Shreveport, LA",-93.7956,32.4656,"Coconut Creek, FL",-80.1842,26.2803
716,"Chino, CA",-117.6654,33.9836,"Lorain, OH",-82.184,41.4409,"Lakewood, WA",-122.5299,47.1628
717,"Springfield, MA",-72.5395,42.1155,"Beaverton, OR",-122.8168,45.4779,"Bryan, TX",-96.3668,30.6657
718,"White Plains, NY",-73.7549,41.022,"Monroe, LA",-92.0774,32.5183,"South Bend, IN",-86.2696,41.6767
719,"Clearwater, FL",-82.7622,27.9789,"Colorado Springs, CO",-104.7606,38.8674,"Lafayette, LA",-92.0323,30.2084
720,"Asheville, NC",-82.5536,35.5704,"Vallejo, CA",-122.2358,38.1133,"Logan, UT",-111.8419,41.74
721,"San Antonio, TX",-98.5253,29.4658,"Brandon, FL",-82.3,27.9367,"Dearborn, MI",-83.2129,42.3127
722,"Cleveland, TN",-84.8707,35.1817,"Hot Springs, AR",-93.0501,34.4892,"Union City, CA",-122.0187,37.603
723,"Levittown, PA",-74.853,40.1537,"Southaven, MS",-89.9787,34.9514,"Evansville, IN",-87.5341,37.9881
724,"San Tan Valley, AZ",-111.5472,33.1879,"Ogden, UT",-111.9682,41.2278,"Trenton, NJ",-74.7641,40.2236
725,"Anderson, IN",-85.6893,40.0891,"Schaumburg, IL",-88.0838,42.0307,"West Bend, WI",-88.1824,43.4184
726,"Bellflower, CA",-118.1271,33.888,"Cambridge, MA",-71.1185,42.3759,"San Leandro, CA",-122.1601,37.7071
727,"Jacksonville, FL",-81.6749,30.3322,"Castro Valley, CA",-122.0631,37.7091,"Mission Viejo, CA",-117.655,33.6095
728,"Cicero, IL",-87.7593,41.8445,"Dalton, GA",-84.9712,34.769,"Augusta, GA",-82.0708,33.3645
729,"Grand Rapids, MI",-85.6562,42.962,"Duluth, MN",-92.1392,46.7756,"Asheville, NC",-82.5536,35.5704
730,"Pensacola, FL",-87.1886,30.4427,"Guaynabo, PR",-66.1134,18.3839,"Frederick, MD",-77.4141,39.4336
731,"Berkeley, CA",-122.276,37.8723,"Beaumont, TX",-94.1451,30.0849,"Coeur d'Alene, ID",-116.7935,47.7041
732,"Lorain, OH",-82.184,41.4409,"Milford, CT",-73.0616,41.2256,"Rockville, MD",-77.1552,39.0834
733,"Highland, CA",-117.1654,34.1113,"Charleston, SC",-79.9628,32.8153,"Bellevue, NE",-95.9357,41.1535
734,"Winchester, VA",-78.1746,39.1735,"Beaverton, OR",-122.8168,45.4779,"Warren, MI",-83.027,42.4934
735,"Yuba City, CA",-121.6381,39.1357,"Norman, OK",-97.3471,35.2335,"Syracuse, NY",-76.1438,43.0409
736,"Kingston, NY",-73.9968,41.9295,"Poinciana, FL",-81.482,28.1217,"Mesquite, TX",-96.5889,32.7623
737,"Westminster, CA",-117.9938,33.7523,"Blaine, MN",-93.2077,45.1696,"Myrtle Beach, SC",-78.8843,33.7096
738,"Johns Creek, GA",-84.2027,34.0333,"Louisville, KY",-85.6485,38.1663,"St. Clair Shores, MI",-82.8957,42.4921
739,"Woodbury, MN",-92.923,44.9056,"Delray Beach, FL",-80.0905,26.455,"Edina, MN",-93.3602,44.8914
740,"West Sacramento, CA",-121.5504,38.5557,"Watsonville, CA",-121.7706,36.9206,"Quincy, MA",-71.0183,42.2516
741,"Abilene, TX",-99.7384,32.4543,"Vancouver, WA",-122.5967,45.6366,"Norman, OK",-97.3471,35.2335
742,"Arvada, CO",-105.1511,39.8321,"Napa, CA",-122.3011,38.2976,"Atlantic City, NJ",-74.4527,39.3797
743,"Alexandria, VA",-77.0861,38.8185,"Casa Grande, AZ",-111.7624,32.9068,"Johns Creek, GA",-84.2027,34.0333
744,"Wilmington, NC",-77.8866,34.21,"Buena Park, CA",-118.0046,33.8572,"Kingsport, TN",-82.5453,36.5224
745,"Paradise, NV",-115.1369,36.0807,"Tracy, CA",-121.4522,37.7269,"San Juan, PR",-66.0636,18.4037
746,"Lafayette, IN",-86.8594,40.399,"Redwood City, CA",-122.2252,37.5026,"Fullerton, CA",-117.9279,33.8841
747,"Layton, UT",-111.9621,41.0769,"Chino, CA",-117.6654,33.9836,"Reston, VA",-77.3461,38.9497
748,"Yuba City, CA",-121.6381,39.1357,"Huntersville, NC",-80.8727,35.4058,"Milford, CT",-73.0616,41.2256
749,"Concord, CA",-122.0016,37.9722,"San Marcos, TX",-97.9381,29.8736,"Bolingbrook, IL",-88.1019,41.6903
750,"Ankeny, IA",-93.6033,41.7285,"Rowland Heights, CA",-117.8911,33.9716,"St. Charles, MO",-90.5157,38.7954
751,"Rochester Hills, MI",-83.1563,42.6645,"Palm Coast, FL",-81.246,29.5392,"Wheaton, IL",-88.1083,41.8561
752,"Clifton, NJ",-74.1575,40.8631,"Garden Grove, CA",-117.9601,33.7787,"Holland, MI",-86.0985,42.7677
753,"National City, CA",-117.0983,32.6654,"Lima, OH",-84.1121,40.741,"Morgantown, WV",-79.9468,39.638
754,"Bethesda, MD",-77.1188,38.9866,"McKinney, TX",-96.6669,33.2015,"Columbus, IN",-85.9183,39.2093
755,"Salinas, CA",-121.6317,36.6884,"Pittsburg, CA",-121.8964,38.0182,"Santa Cruz, CA",-122.0346,36.9789
756,"Conroe, TX",-95.4825,30.3239,"St. Paul, MN",-93.104,44.9477,"Ithaca, NY",-76.5032,42.4442
757,"Gainesville, GA",-83.8301,34.2903,"Lincoln, NE",-96.6788,40.809,"Weston, FL",-80.4054,26.1006
758,"Odessa, TX",-102.3406,31.8831,"Schenectady, NY",-73.9276,42.8025,"Pasadena, TX",-95.1499,29.6583
759,"Glens Falls, NY",-73.6459,43.3109,"Escondido, CA",-117.0722,33.1347,"Yakima, WA",-120.5496,46.5923
760,"Lewiston, ID",-116.9934,46.3934,"Newark, NJ",-74.1725,40.7245,"Temple, TX",-97.3894,31.1076
761,"Goldsboro, NC",-77.972,35.3778,"Greeley, CO",-104.7706,40.4151,"Anderson, IN",-85.6893,40.0891
762,"Bay City, MI",-83.8886,43.5903,"Pasco, WA",-119.1304,46.2506,"Hattiesburg, MS",-89.317,31.3074
763,"San Angelo, TX",-100.4506,31.4424,"Cathedral City, CA",-116.4642,33.8363,"Tigard, OR",-122.7845,45.4237
764,"Albany, GA",-84.1762,31.5776,"Waukegan, IL",-87.8716,42.3697,"Lewiston, ME",-70.1681,44.0915
765,"Lawrence, KS",-95.2641,38.9597,"Pleasanton, CA",-121.8805,37.6663,"Wheaton, IL",-88.1083,41.8561
766,"Kendall, FL",-80.3556,25.6697,"Chino, CA",-117.6654,33.9836,"Citrus Heights, CA",-121.288,38.6948
767,"Bridgeport, CT",-73.1953,41.1918,"Altoona, PA",-78.4007,40.5082,"West Haven, CT",-72.9672,41.2739
768,"New Brunswick, NJ",-74.445,40.487,"Racine, WI",-87.8135,42.7274,"Provo, UT",-111.6457,40.2457
769,"Melbourne, FL",-80.6627,28.1085,"Vineland, NJ",-74.9981,39.4653,"Fredericksburg, VA",-77.4872,38.2992
770,"Milwaukee, WI",-87.9673,43.0642,"Iowa City, IA",-91.5303,41.6559,"Sumter, SC",-80.393,33.9392
771,"Alexandria, LA",-92.4702,31.2923,"Parker, CO",-104.7753,39.5084,"South Gate, CA",-118.1926,33.9448
772,"Santa Ana, CA",-117.8819,33.7366,"Columbus, OH",-82.985,39.9862,"Charlottesville, VA",-78.4855,38.0375
773,"San Marcos, CA",-117.1744,33.135,"Meridian, ID",-116.3968,43.6112,"Mission Viejo, CA",-117.655,33.6095
774,"Indianapolis, IN",-86.1458,39.7771,"Summerville, SC",-80.1799,33.0015,"Johnstown, PA",-78.9193,40.3258
775,"Hillsboro, OR",-122.9361,45.5272,"Brooklyn, NY",-73.9496,40.6501,"Hanover, PA",-76.9835,39.8117
776,"Johnstown, PA",-78.9193,40.3258,"Westland, MI",-83.3805,42.3192,"Gilbert, AZ",-111.7463,33.3101
777,"Port St. Lucie, FL",-80.3883,27.2796,"Wilmington, NC",-77.8866,34.21,"Weston, FL",-80.4054,26.1006
778,"Sierra Vista, AZ",-110.3153,31.563,"Durham, NC",-78.9031,35.9794,"Tucson, AZ",-110.8782,32.1545
779,"Atlanta, GA",-84.4224,33.7627,"Hartford, CT",-72.6834,41.7661,"Bronx, NY",-73.8662,40.8501
780,"Baton Rouge, LA",-91.131,30.4418,"New Brunswick, NJ",-74.445,40.487,"Aurora, IL",-88.2901,41.7637
781,"Newport Beach, CA",-117.8669,33.6151,"Elizabethtown, KY",-85.877,37.703,"Corona, CA",-117.5649,33.8616
782,"Glendora, CA",-117.8468,34.1449,"Elkhart, IN",-85.9628,41.6916,"Hesperia, CA",-117.3147,34.3975
783,"Tigard, OR",-122.7845,45.4237,"Encinitas, CA",-117.2613,33.049,"Missoula, MT",-114.0214,46.875
784,"Wheaton, MD",-77.0572,39.0492,"Beaufort, SC",-80.7235,32.4597,"Jurupa Valley, CA",-117.4705,34.001
785,"Nampa, ID",-116.5631,43.5845,"Tampa, FL",-82.4451,27.9942,"Charlotte, NC",-80.8304,35.208
786,"Lake Elsinore, CA",-117.3344,33.6847,"The Hammocks, FL",-80.4483,25.67,"El Monte, CA",-118.0291,34.0739
787,"Pinellas Park, FL",-82.7078,27.8589,"Lakewood, CO",-105.1168,39.6977,"Tinley Park, IL",-87.805,41.567
788,"Livermore, CA",-121.7608,37.6862,"Whittier, CA",-118.0188,33.9678,"Elkhart, IN",-85.9628,41.6916
789,"Murfreesboro, TN",-86.4119,35.8492,"Albany, GA",-84.1762,31.5776,"Kenosha, WI",-87.8765,42.5864
790,"Gaithersburg, MD",-77.2132,39.1346,"Terre Haute, IN",-87.3763,39.4654,"Anaheim, CA",-117.8572,33.839
791,"Cartersville, GA",-84.8007,34.1639,"Jacksonville, NC",-77.3941,34.7288,"Quincy, MA",-71.0183,42.2516
792,"Ellicott City, MD",-76.8344,39.2773,"Glendora, CA",-117.8468,34.1449,"Arden-Arcade, CA",-121.381,38.6034
793,"Billings, MT",-108.5524,45.7891,"Kansas City, KS",-94.7443,39.1234,"Lowell, MA",-71.3217,42.6389
794,"Frederick, MD",-77.4141,39.4336,"Naperville, IL",-88.1657,41.7483,"Union City, NJ",-74.0323,40.7674
795,"High Point, NC",-79.9938,35.9907,"Beaverton, OR",-122.8168,45.4779,"Cheyenne, WY",-104.79,41.1351
796,"Bangor, ME",-68.7906,44.8322,"Irving, TX",-96.9702,32.8584,"Costa Mesa, CA",-117.9135,33.6667
797,"Spartanburg, SC",-81.9257,34.9437,"Tucson, AZ",-110.8782,32.1545,"Poinciana, FL",-81.482,28.1217
798,"Hoboken, NJ",-74.0279,40.7453,"Kentwood, MI",-85.5925,42.8852,"South Fulton, GA",-84.5802,33.6269
799,"Long Beach, CA",-118.1675,33.7981,"Bloomington, MN",-93.3151,44.8306,"Corpus Christi, TX",-97.3755,27.726
800,"Alameda, CA",-122.2672,37.767,"Simi Valley, CA",-118.749,34.2663,"Madison, WI",-89.3931,43.0826
801,"Coconut Creek, FL",-80.1842,26.2803,"Eagle Pass, TX",-100.484,28.7125,"Skokie, IL",-87.74,42.0359
802,"Visalia, CA",-119.3269,36.3276,"Westland, MI",-83.3805,42.3192,"San Mateo, CA",-122.3122,37.5521
803,"Visalia, CA",-119.3269,36.3276,"Great Falls, MT",-111.2995,47.5022,"Glendora, CA",-117.8468,34.1449
804,"Kennewick, WA",-119.1732,46.1978,"Garden Grove, CA",-117.9601,33.7787,"Napa, CA",-122.3011,38.2976
805,"Columbia, MD",-76.859,39.2004,"Titusville, FL",-80.8193,28.5727,"Thousand Oaks, CA",-118.8755,34.1914
806,"Clovis, CA",-119.6831,36.8278,"Temple, TX",-97.3894,31.1076,"Longview, TX",-94.7621,32.5193
807,"Hickory, NC",-81.323,35.7425,"Lee's Summit, MO",-94.3816,38.9172,"Raleigh, NC",-78.6435,35.8325
808,"Largo, FL",-82.7711,27.9088,"Manteca, CA",-121.2264,37.7927,"Greeley, CO",-104.7706,40.4151
809,"Newark, NJ",-74.1725,40.7245,"Titusville, FL",-80.8193,28.5727,"Hilton Head Island, SC",-80.7499,32.1896
810,"La Crosse, WI",-91.2268,43.824,"Sandy Springs, GA",-84.3703,33.9366,"Battle Creek, MI",-85.2296,42.2986
811,"Baldwin Park, CA",-117.9721,34.0829,"Flagstaff, AZ",-111.6195,35.1872,"Battle Creek, MI",-85.2296,42.2986
812,"Lafayette, IN",-86.8594,40.399,"Fishers, IN",-85.9661,39.9589,"Titusville, FL",-80.8193,28.5727
813,"Hanford, CA",-119.6549,36.3274,"Janesville, WI",-89.0136,42.6855,"Daytona Beach, FL",-81.0982,29.1994
814,"Alhambra, CA",-118.1355,34.084,"Carmel, IN",-86.146,39.965,"Bismarck, ND",-100.7694,46.8144
815,"Rome, GA",-85.1862,34.2661,"Pasadena, CA",-118.139,34.1597,"Aloha, OR",-122.8726,45.492
816,"The Hammocks, FL",-80.4483,25.67,"Pine Hills, FL",-81.4693,28.5818,"Grand Island, NE",-98.3584,40.9214
817,"Sheboygan, WI",-87.7316,43.7403,"San Marcos, CA",-117.1744,33.135,"Akron, OH",-81.5219,41.0798
818,"Norwich, CT",-72.0882,41.5495,"Lexington, KY",-84.4587,38.0423,"Caguas, PR",-66.0388,18.2319
819,"Gastonia, NC",-81.1853,35.2494,"North Little Rock, AR",-92.2371,34.7808,"Dale City, VA",-77.3459,38.6473
820,"Bowling Green, KY",-86.4373,36.9719,"Lake Elsinore, CA",-117.3344,33.6847,"South Jordan, UT",-111.9782,40.557
821,"Lincoln, NE",-96.6788,40.809,"Bangor, ME",-68.7906,44.8322,"Brooklyn, NY",-73.9496,40.6501
822,"Elgin, IL",-88.3229,42.0385,"Knoxville, TN",-83.9496,35.9692,"Kentwood, MI",-85.5925,42.8852
823,"Ankeny, IA",-93.6033,41.7285,"Dublin, CA",-121.8963,37.7161,"Rancho Cucamonga, CA",-117.5666,34.1248
824,"Chesapeake, VA",-76.3024,36.6778,"Springfield, IL",-89.6538,39.771,"Lake Jackson, TX",-95.4522,29.0516
825,"Lompoc, CA",-120.4714,34.6618,"Pittsburg, CA",-121.8964,38.0182,"Kettering, OH",-84.1495,39.6957
826,"Peoria, IL",-89.6153,40.752,"Tulare, CA",-119.34,36.1996,"South Fulton, GA",-84.5802,33.6269
827,"Boca Raton, FL",-80.108,26.3752,"Encinitas, CA",-117.2613,33.049,"Denver, CO",-104.8759,39.7621
828,"Casas Adobes, AZ",-111.0114,32.3423,"Honolulu, HI",-157.846,21.3294,"Colton, CA",-117.3254,34.0538
829,"Somerville, MA",-71.1013,42.3908,"St. Paul, MN",-93.104,44.9477,"York, PA",-76.7315,39.9651
830,"Lehigh Acres, FL",-81.6388,26.612,"Omaha, NE",-96.0522,41.2627,"San Mateo, CA",-122.3122,37.5521
831,"San Rafael, CA",-122.5222,37.9905,"Methuen Town, MA",-71.1889,42.734,"Waldorf, MD",-76.9195,38.6085
832,"Meriden, CT",-72.7944,41.5367,"Mission Viejo, CA",-117.655,33.6095,"Rogers, AR",-94.1526,36.3172
833,"Castro Valley, CA",-122.0631,37.7091,"Rialto, CA",-117.3894,34.1174,"Elizabethtown, KY",-85.877,37.703
834,"Mount Vernon, WA",-122.3115,48.4202,"Huntington Beach, CA",-118.0025,33.696,"Mishawaka, IN",-86.1669,41.6736
835,"Germantown, MD",-77.2643,39.1755,"Columbia, SC",-80.9037,34.0376,"Wichita Falls, TX",-98.5291,33.9072
836,"Dublin, CA",-121.8963,37.7161,"Bakersfield, CA",-119.0359,35.3529,"Bend, OR",-121.3087,44.0562
837,"Monroe, LA",-92.0774,32.5183,"Rowlett, TX",-96.5488,32.9157,"Bullhead City, AZ",-114.546,35.1205
838,"Peoria, IL",-89.6153,40.752,"Monessen, PA",-79.8828,40.1519,"Jacksonville, NC",-77.3941,34.7288
839,"Deerfield Beach, FL",-80.1277,26.305,"Dover, NH",-70.8845,43.1887,"Cleveland, TN",-84.8707,35.1817
840,"Pleasanton, CA",-121.8805,37.6663,"Houston, TX",-95.3889,29.7863,"Apopka, FL",-81.5304,28.7014
841,"Newport Beach, CA",-117.8669,33.6151,"Lake Charles, LA",-93.2122,30.2012,"Mountain View, CA",-122.0796,37.4
842,"New Rochelle, NY",-73.7836,40.9305,"Eden Prairie, MN",-93.4595,44.8488,"Johns Creek, GA",-84.2027,34.0333
843,"Dalton, GA",-84.9712,34.769,"Spartanburg, SC",-81.9257,34.9437,"Honolulu, HI",-157.846,21.3294
844,"Pasco, WA",-119.1304,46.2506,"Watsonville, CA",-121.7706,36.9206,"Wenatchee, WA",-120.3283,47.4356
845,"Bartlett, TN",-89.8195,35.2337,"Decatur, AL",-86.9906,34.573,"Metairie, LA",-90.178,29.9977
846,"Framingham, MA",-71.4368,42.3085,"Rio Rancho, NM",-106.6981,35.2872,"Lauderhill, FL",-80.2242,26.1605
847,"Lubbock, TX",-101.8878,33.5659,"Flower Mound, TX",-97.1146,33.0344,"Malden, MA",-71.0576,42.4305
848,"Mission Viejo, CA",-117.655,33.6095,"Diamond Bar, CA",-117.8161,33.9991,"Peoria, AZ",-112.2989,33.7844
849,"Mandeville, LA",-90.0904,30.3751,"Santa Ana, CA",-117.8819,33.7366,"Pasco, WA",-119.1304,46.2506
850,"Springfield, MA",-72.5395,42.1155,"Lexington, KY",-84.4587,38.0423,"Albuquerque, NM",-106.6464,35.1053
851,"Spring Valley, NV",-115.2619,36.0987,"Pasadena, TX",-95.1499,29.6583,"Forney, TX",-96.4529,32.744
852,"Gilbert, AZ",-111.7463,33.3101,"Tracy, CA",-121.4522,37.7269,"Idaho Falls, ID",-112.0362,43.4872
853,"Germantown, MD",-77.2643,39.1755,"Wilmington, DE",-75.5413,39.7415,"Pasadena, TX",-95.1499,29.6583
854,"Charlottesville, VA",-78.4855,38.0375,"Woodland, CA",-121.75,38.6712,"Moore, OK",-97.4758,35.3293
855,"Alhambra, CA",-118.1355,34.084,"Provo, UT",-111.6457,40.2457,"DeSoto, TX",-96.8633,32.5992
856,"Hialeah, FL",-80.3046,25.8696,"Wheaton, MD",-77.0572,39.0492,"Pinellas Park, FL",-82.7078,27.8589
857,"Port Charlotte, FL",-82.114,26.9918,"Broomfield, CO",-105.0527,39.9541,"Metairie, LA",-90.178,29.9977
858,"Fond du Lac, WI",-88.4396,43.7718,"Ocala, FL",-82.1511,29.178,"Margate, FL",-80.2119,26.2466
859,"Round Rock, TX",-97.666,30.5254,"Newark, NJ",-74.1725,40.7245,"Austin, TX",-97.7522,30.3004
860,"Bentonville, AR",-94.2306,36.3546,"Jonesboro, AR",-90.6791,35.8212,"Elgin, IL",-88.3229,42.0385
861,"Torrance, CA",-118.3417,33.8346,"Winchester, VA",-78.1746,39.1735,"Jersey City, NJ",-74.0682,40.7161
862,"Oklahoma City, OK",-97.5136,35.4676,"Jefferson City, MO",-92.1759,38.5676,"Boulder, CO",-105.2523,40.0249
863,"Rio Rancho, NM",-106.6981,35.2872,"Davie, FL",-80.287,26.0789,"Parker, CO",-104.7753,39.5084
864,"Pittsburgh, PA",-79.9762,40.4396,"Lynchburg, VA",-79.1909,37.4003,"Panama City, FL",-85.6004,30.1995
865,"Rochester Hills, MI",-83.1563,42.6645,"West Bend, WI",-88.1824,43.4184,"East Orange, NJ",-74.2117,40.7651
866,"Erie, PA",-80.0733,42.1168,"Westland, MI",-83.3805,42.3192,"Fishers, IN",-85.9661,39.9589
867,"Boca Raton, FL",-80.108,26.3752,"Southaven, MS",-89.9787,34.9514,"Mankato, MN",-93.9773,44.1712
